time,x,y,z
19.811,-0.001,0.087,1.008
19.812,0.002,0.084,1.009
19.814,0.005,0.084,0.991
19.825,0.004,0.081,0.978
19.826,0,0.076,0.962
19.829,-0.007,0.08,0.956
19.834,-0.016,0.08,0.941
19.84,-0.024,0.085,0.946
19.844,-0.015,0.087,0.962
19.849,-0.012,0.094,0.984
19.865,-0.007,0.096,1.006
19.868,-0.005,0.094,1.02
19.869,-0.002,0.095,1.037
19.87,-0.003,0.085,1.036
19.918,-0.002,0.082,1.026
19.919,0,0.073,1.015
19.92,-0.006,0.075,0.999
19.92,-0.006,0.073,0.975
19.921,-0.007,0.075,0.951
19.922,-0.01,0.075,0.938
19.923,-0.017,0.079,0.939
19.923,-0.015,0.088,0.935
19.924,-0.016,0.082,0.932
19.924,-0.014,0.081,0.943
19.925,-0.007,0.084,0.954
19.928,-0.013,0.082,0.962
19.933,-0.013,0.077,0.966
19.939,-0.01,0.076,0.974
19.943,-0.013,0.074,0.978
19.949,-0.013,0.083,0.981
19.954,-0.015,0.084,0.985
19.959,-0.017,0.08,0.98
19.97,-0.018,0.076,0.98
19.974,-0.013,0.079,0.97
19.979,-0.018,0.081,0.966
19.987,-0.016,0.079,0.963
19.989,-0.019,0.079,0.948
19.994,-0.012,0.08,0.945
19.999,-0.018,0.084,0.937
20.004,-0.009,0.087,0.94
20.009,-0.015,0.081,0.94
20.014,-0.018,0.083,0.943
20.028,-0.014,0.09,0.956
20.029,-0.009,0.09,0.962
20.031,-0.01,0.091,0.976
20.09,-0.007,0.096,0.982
20.091,-0.009,0.096,0.994
20.091,-0.003,0.099,1.006
20.092,0,0.098,1.005
20.093,0.001,0.098,1.01
20.094,0,0.098,1.006
20.096,0.004,0.097,1.004
20.097,0,0.098,0.997
20.099,-0.001,0.101,0.993
20.099,0.002,0.1,0.986
20.1,0.001,0.097,0.985
20.101,0.004,0.099,0.979
20.101,0.003,0.103,0.978
20.102,0.003,0.1,0.972
20.107,0.003,0.1,0.976
20.109,0,0.101,0.978
20.115,0.002,0.106,0.985
20.119,0.012,0.106,0.993
20.124,0.017,0.107,0.998
20.129,0.019,0.108,0.994
20.137,0.02,0.113,0.996
20.14,0.021,0.112,0.998
20.167,0.021,0.111,0.993
20.169,0.024,0.112,0.994
20.171,0.024,0.113,0.987
20.172,0.022,0.108,0.983
20.174,0.018,0.107,0.983
20.176,0.013,0.104,0.973
20.176,0.008,0.098,0.966
20.187,0.014,0.099,0.968
20.189,0.024,0.103,0.977
20.19,0.023,0.105,0.979
20.194,0.021,0.106,0.988
20.253,0.021,0.109,0.992
20.255,0.022,0.109,0.992
20.255,0.023,0.105,0.987
20.256,0.02,0.1,0.977
20.257,0.014,0.098,0.967
20.258,0.013,0.098,0.964
20.259,0.011,0.096,0.957
20.26,0.007,0.095,0.954
20.26,0.006,0.091,0.958
20.264,0.009,0.088,0.964
20.265,0.012,0.09,0.965
20.265,0.017,0.093,0.966
20.266,0.019,0.094,0.974
20.267,0.019,0.093,0.984
20.273,0.018,0.093,0.99
20.274,0.019,0.093,0.993
20.279,0.02,0.091,0.994
20.284,0.019,0.09,0.99
20.289,0.021,0.087,0.992
20.294,0.021,0.086,0.991
20.312,0.021,0.088,0.99
20.313,0.021,0.088,0.99
20.314,0.021,0.087,0.983
20.315,0.024,0.089,0.977
20.363,0.027,0.087,0.974
20.364,0.028,0.087,0.969
20.365,0.027,0.089,0.97
20.366,0.025,0.089,0.97
20.366,0.024,0.089,0.967
20.367,0.026,0.089,0.976
20.368,0.032,0.093,0.98
20.369,0.04,0.095,0.979
20.37,0.039,0.096,0.98
20.37,0.037,0.096,0.984
20.371,0.04,0.097,0.988
20.374,0.039,0.098,0.988
20.379,0.04,0.094,0.982
20.384,0.043,0.093,0.978
20.389,0.043,0.092,0.971
20.394,0.04,0.094,0.968
20.405,0.038,0.094,0.964
20.406,0.041,0.095,0.965
20.409,0.046,0.098,0.963
20.416,0.049,0.101,0.962
20.418,0.047,0.098,0.958
20.424,0.043,0.096,0.956
20.429,0.048,0.101,0.963
20.44,0.053,0.104,0.973
20.441,0.056,0.1,0.977
20.444,0.053,0.103,0.985
20.496,0.055,0.105,0.994
20.497,0.051,0.103,0.989
20.497,0.047,0.096,0.983
20.498,0.044,0.095,0.976
20.499,0.045,0.092,0.971
20.5,0.04,0.093,0.973
20.501,0.041,0.092,0.975
20.502,0.045,0.094,0.984
20.502,0.042,0.095,0.987
20.503,0.041,0.092,0.986
20.504,0.042,0.091,0.979
20.505,0.041,0.088,0.986
20.51,0.038,0.091,0.971
20.515,0.04,0.086,0.97
20.519,0.039,0.091,0.966
20.524,0.041,0.09,0.963
20.532,0.041,0.087,0.974
20.534,0.04,0.092,0.97
20.539,0.04,0.093,0.975
20.544,0.044,0.09,0.977
20.549,0.046,0.092,0.978
20.554,0.044,0.089,0.976
20.559,0.039,0.09,0.971
20.565,0.041,0.09,0.971
20.569,0.039,0.09,0.976
20.574,0.04,0.093,0.966
20.587,0.039,0.094,0.972
20.589,0.036,0.095,0.973
20.59,0.041,0.094,0.979
20.594,0.046,0.096,0.974
20.653,0.037,0.092,0.975
20.654,0.036,0.092,0.968
20.655,0.036,0.086,0.969
20.656,0.041,0.087,0.968
20.657,0.041,0.087,0.969
20.658,0.038,0.087,0.964
20.66,0.038,0.089,0.96
20.661,0.038,0.092,0.964
20.662,0.036,0.093,0.958
20.671,0.041,0.094,0.958
20.672,0.043,0.098,0.958
20.674,0.045,0.099,0.961
20.675,0.051,0.107,0.961
20.676,0.044,0.104,0.956
20.677,0.052,0.105,0.965
20.681,0.047,0.103,0.964
20.684,0.041,0.104,0.966
20.689,0.046,0.105,0.967
20.697,0.043,0.101,0.959
20.699,0.044,0.097,0.954
20.704,0.046,0.094,0.952
20.709,0.039,0.096,0.964
20.72,0.035,0.095,0.963
20.721,0.037,0.094,0.975
20.724,0.036,0.096,0.987
20.775,0.034,0.097,1
20.776,0.039,0.095,1.004
20.777,0.045,0.094,1.009
20.777,0.048,0.098,1.002
20.779,0.044,0.097,0.989
20.78,0.042,0.098,0.991
20.781,0.04,0.099,0.973
20.782,0.035,0.105,0.961
20.784,0.035,0.105,0.953
20.785,0.035,0.099,0.954
20.786,0.037,0.104,0.95
20.787,0.04,0.107,0.953
20.799,0.039,0.108,0.96
20.8,0.041,0.105,0.964
20.801,0.045,0.111,0.968
20.804,0.042,0.111,0.972
20.812,0.044,0.112,0.968
20.814,0.042,0.109,0.975
20.819,0.039,0.106,0.977
20.824,0.039,0.107,0.976
20.829,0.04,0.11,0.97
20.834,0.043,0.108,0.972
20.84,0.044,0.111,0.977
20.852,0.045,0.111,0.981
20.853,0.044,0.106,0.978
20.857,0.041,0.104,0.977
20.909,0.037,0.104,0.979
20.91,0.034,0.102,0.979
20.911,0.03,0.097,0.985
20.912,0.029,0.096,0.98
20.914,0.029,0.096,0.98
20.914,0.031,0.097,0.981
20.915,0.032,0.097,0.986
20.916,0.034,0.096,0.986
20.917,0.035,0.098,0.976
20.917,0.033,0.099,0.961
20.919,0.031,0.1,0.954
20.919,0.026,0.101,0.944
20.92,0.025,0.101,0.939
20.924,0.026,0.101,0.942
20.929,0.029,0.101,0.942
20.934,0.031,0.104,0.948
20.939,0.034,0.101,0.958
20.945,0.037,0.101,0.97
20.949,0.037,0.099,0.978
20.953,0.034,0.096,0.98
20.961,0.031,0.096,0.975
20.964,0.027,0.094,0.977
20.969,0.026,0.094,0.978
20.983,0.029,0.098,0.976
20.983,0.034,0.1,0.979
20.984,0.039,0.102,0.982
20.989,0.041,0.104,0.982
21.006,0.04,0.106,0.981
21.007,0.037,0.109,0.974
21.008,0.037,0.108,0.961
21.009,0.038,0.106,0.956
21.013,0.035,0.109,0.954
21.018,0.035,0.11,0.956
21.065,0.039,0.11,0.958
21.066,0.046,0.113,0.962
21.066,0.052,0.115,0.967
21.067,0.05,0.113,0.965
21.068,0.044,0.112,0.968
21.069,0.042,0.111,0.971
21.071,0.042,0.11,0.969
21.072,0.045,0.11,0.965
21.073,0.046,0.112,0.964
21.073,0.041,0.112,0.964
21.074,0.042,0.109,0.966
21.078,0.042,0.106,0.963
21.083,0.041,0.103,0.966
21.088,0.039,0.101,0.967
21.093,0.039,0.1,0.975
21.098,0.038,0.101,0.982
21.104,0.037,0.1,0.985
21.109,0.037,0.098,0.99
21.115,0.037,0.1,0.989
21.118,0.036,0.099,0.989
21.142,0.038,0.098,0.989
21.143,0.04,0.095,0.975
21.144,0.037,0.097,0.97
21.144,0.032,0.094,0.968
21.145,0.033,0.094,0.963
21.154,0.034,0.095,0.967
21.154,0.031,0.099,0.968
21.163,0.036,0.097,0.971
21.164,0.037,0.094,0.975
21.169,0.04,0.092,0.977
21.175,0.04,0.096,0.988
21.18,0.042,0.091,0.992
21.183,0.041,0.095,0.988
21.19,0.04,0.088,0.99
21.193,0.039,0.091,0.989
21.198,0.039,0.09,0.987
21.203,0.042,0.096,0.988
21.212,0.044,0.094,0.979
21.213,0.046,0.093,0.973
21.218,0.042,0.095,0.975
21.225,0.041,0.094,0.971
21.228,0.043,0.092,0.966
21.233,0.049,0.099,0.97
21.245,0.048,0.096,0.977
21.246,0.048,0.098,0.975
21.248,0.049,0.103,0.981
21.253,0.052,0.104,0.984
21.259,0.055,0.105,0.98
21.269,0.057,0.106,0.976
21.27,0.055,0.109,0.97
21.298,0.053,0.105,0.976
21.299,0.054,0.106,0.974
21.299,0.047,0.103,0.972
21.3,0.049,0.104,0.975
21.3,0.045,0.105,0.984
21.301,0.046,0.104,0.98
21.303,0.045,0.1,0.99
21.308,0.045,0.098,1.003
21.313,0.046,0.097,1.002
21.318,0.045,0.097,1.007
21.323,0.049,0.096,1.006
21.328,0.046,0.102,1
21.339,0.052,0.104,1.004
21.343,0.045,0.099,0.998
21.348,0.046,0.097,0.996
21.359,0.043,0.097,0.99
21.36,0.045,0.099,0.979
21.363,0.05,0.096,0.967
21.369,0.044,0.094,0.964
21.374,0.04,0.096,0.959
21.379,0.042,0.098,0.96
21.384,0.037,0.094,0.958
21.391,0.041,0.095,0.961
21.394,0.041,0.094,0.965
21.398,0.044,0.093,0.971
21.413,0.047,0.094,0.972
21.414,0.042,0.092,0.978
21.415,0.036,0.086,0.977
21.418,0.03,0.082,0.974
21.471,0.027,0.082,0.974
21.474,0.028,0.082,0.975
21.474,0.03,0.081,0.97
21.475,0.028,0.083,0.972
21.476,0.024,0.083,0.971
21.477,0.022,0.082,0.973
21.478,0.019,0.08,0.967
21.479,0.018,0.081,0.97
21.48,0.022,0.082,0.968
21.481,0.023,0.084,0.965
21.481,0.019,0.084,0.962
21.483,0.018,0.081,0.966
21.484,0.012,0.081,0.956
21.49,0.007,0.081,0.947
21.494,0.006,0.084,0.953
21.498,0.014,0.086,0.953
21.509,0.016,0.091,0.952
21.51,0.013,0.093,0.946
21.513,0.007,0.093,0.944
21.524,0.003,0.094,0.941
21.525,-0.001,0.095,0.944
21.528,0,0.095,0.945
21.533,-0.003,0.097,0.941
21.545,-0.006,0.096,0.951
21.546,-0.01,0.094,0.956
21.549,-0.012,0.094,0.959
21.602,-0.016,0.096,0.968
21.604,-0.014,0.1,0.971
21.605,-0.016,0.102,0.974
21.605,-0.018,0.105,0.972
21.606,-0.023,0.106,0.968
21.607,-0.029,0.104,0.966
21.609,-0.035,0.101,0.961
21.61,-0.038,0.099,0.959
21.61,-0.04,0.096,0.957
21.611,-0.042,0.096,0.952
21.612,-0.047,0.095,0.953
21.613,-0.051,0.094,0.955
21.615,-0.055,0.092,0.958
21.621,-0.052,0.095,0.96
21.623,-0.05,0.1,0.965
21.628,-0.051,0.101,0.97
21.633,-0.049,0.106,0.974
21.639,-0.047,0.109,0.981
21.644,-0.049,0.11,0.988
21.649,-0.049,0.112,0.991
21.659,-0.046,0.113,0.992
21.659,-0.046,0.115,0.993
21.665,-0.048,0.114,0.995
21.674,-0.049,0.116,0.995
21.675,-0.048,0.12,0.996
21.678,-0.048,0.121,0.995
21.683,-0.049,0.119,0.991
21.695,-0.048,0.117,0.985
21.696,-0.05,0.118,0.982
21.7,-0.057,0.119,0.98
21.75,-0.063,0.117,0.978
21.751,-0.065,0.117,0.978
21.752,-0.066,0.117,0.978
21.753,-0.066,0.113,0.98
21.754,-0.066,0.109,0.986
21.756,-0.071,0.108,0.985
21.757,-0.077,0.106,0.986
21.759,-0.087,0.103,0.982
21.76,-0.098,0.101,0.985
21.761,-0.101,0.099,0.995
21.762,-0.094,0.099,0.996
21.765,-0.088,0.101,1.002
21.766,-0.089,0.103,1.005
21.774,-0.09,0.1,1.004
21.775,-0.094,0.096,0.997
21.778,-0.097,0.098,0.993
21.789,-0.097,0.096,0.994
21.791,-0.099,0.097,0.991
21.793,-0.099,0.096,0.984
21.798,-0.097,0.095,0.981
21.804,-0.101,0.094,0.978
21.808,-0.1,0.091,0.979
21.814,-0.103,0.09,0.993
21.827,-0.103,0.091,0.996
21.828,-0.103,0.089,0.997
21.83,-0.103,0.087,0.996
21.872,-0.098,0.087,1
21.873,-0.095,0.085,1.005
21.873,-0.096,0.085,1
21.874,-0.096,0.085,1.006
21.875,-0.091,0.083,1.001
21.875,-0.089,0.078,0.99
21.876,-0.089,0.079,0.99
21.877,-0.086,0.077,0.979
21.877,-0.086,0.08,0.982
21.879,-0.086,0.079,0.978
21.884,-0.082,0.08,0.977
21.888,-0.074,0.082,0.973
21.893,-0.071,0.082,0.974
21.901,-0.067,0.083,0.981
21.903,-0.063,0.085,0.977
21.908,-0.064,0.087,0.979
21.913,-0.059,0.089,0.978
21.918,-0.055,0.088,0.974
21.923,-0.052,0.089,0.972
21.928,-0.049,0.09,0.963
21.935,-0.049,0.089,0.958
21.939,-0.043,0.09,0.956
21.943,-0.035,0.087,0.947
21.948,-0.037,0.093,0.955
21.975,-0.037,0.093,0.948
21.976,-0.037,0.091,0.956
21.977,-0.036,0.091,0.955
21.977,-0.03,0.09,0.952
21.978,-0.028,0.088,0.956
21.979,-0.027,0.085,0.958
21.984,-0.027,0.094,0.964
21.989,-0.021,0.091,0.969
21.993,-0.025,0.092,0.968
22.004,-0.024,0.09,0.971
22.005,-0.02,0.091,0.963
22.008,-0.016,0.088,0.963
22.015,-0.02,0.087,0.96
22.018,-0.022,0.09,0.955
22.029,-0.024,0.086,0.954
22.033,-0.019,0.085,0.948
22.038,-0.023,0.085,0.954
22.043,-0.022,0.084,0.957
22.052,-0.019,0.08,0.955
22.053,-0.02,0.079,0.962
22.059,-0.02,0.078,0.971
22.115,-0.018,0.079,0.982
22.116,-0.01,0.083,0.982
22.117,-0.01,0.085,0.997
22.119,-0.007,0.08,0.993
22.121,-0.01,0.077,0.991
22.122,-0.013,0.078,0.993
22.124,-0.012,0.074,0.985
22.126,-0.014,0.077,0.972
22.127,-0.014,0.083,0.969
22.129,-0.015,0.083,0.959
22.13,-0.014,0.083,0.955
22.132,-0.013,0.08,0.951
22.133,-0.011,0.084,0.954
22.135,-0.008,0.085,0.954
22.136,-0.002,0.086,0.954
22.146,-0.001,0.085,0.952
22.147,-0.002,0.087,0.95
22.148,-0.006,0.088,0.948
22.153,-0.004,0.085,0.946
22.166,-0.004,0.088,0.954
22.167,-0.008,0.088,0.95
22.169,-0.009,0.084,0.962
22.177,-0.012,0.081,0.964
22.178,-0.01,0.081,0.97
22.189,-0.012,0.076,0.975
22.19,-0.011,0.075,0.982
22.193,-0.013,0.074,0.986
22.2,-0.009,0.073,0.982
22.203,-0.009,0.072,0.979
22.208,-0.01,0.077,0.98
22.228,-0.009,0.079,0.979
22.228,-0.008,0.082,0.972
22.229,-0.005,0.079,0.974
22.229,-0.003,0.081,0.968
22.233,-0.004,0.082,0.964
22.237,0.001,0.085,0.965
22.243,0,0.086,0.972
22.248,0,0.09,0.97
22.253,0.002,0.093,0.975
22.258,0.003,0.094,0.978
22.263,0.004,0.091,0.983
22.268,0.007,0.095,0.981
22.272,0.008,0.094,0.976
22.281,0.004,0.092,0.971
22.283,0.003,0.09,0.963
22.287,0.001,0.09,0.958
22.293,0.001,0.093,0.952
22.298,0.003,0.095,0.955
22.303,0.007,0.095,0.962
22.308,0.01,0.096,0.969
22.314,0.013,0.097,0.973
22.318,0.015,0.097,0.978
22.323,0.014,0.094,0.982
22.331,0.016,0.096,0.982
22.333,0.016,0.094,0.984
22.338,0.014,0.092,0.988
22.343,0.013,0.093,0.983
22.356,0.014,0.092,0.987
22.357,0.015,0.091,0.995
22.358,0.011,0.092,0.99
22.364,0.009,0.095,0.98
22.368,0.01,0.094,0.974
22.373,0.012,0.09,0.974
22.38,0.012,0.091,0.971
22.383,0.013,0.092,0.972
22.388,0.015,0.095,0.968
22.399,0.018,0.099,0.969
22.399,0.02,0.101,0.971
22.403,0.021,0.101,0.971
22.408,0.023,0.1,0.973
22.414,0.022,0.098,0.975
22.418,0.021,0.095,0.978
22.423,0.021,0.093,0.978
22.429,0.019,0.091,0.98
22.433,0.017,0.089,0.984
22.438,0.018,0.087,0.986
22.447,0.023,0.09,0.994
22.448,0.025,0.093,1
22.453,0.028,0.093,1.007
22.459,0.031,0.092,1.016
22.474,0.032,0.093,1.017
22.479,0.033,0.095,1.014
22.48,0.033,0.09,1.012
22.481,0.033,0.089,1.008
22.531,0.033,0.086,1.007
22.532,0.036,0.088,1.007
22.533,0.042,0.089,1.007
22.534,0.045,0.088,1.011
22.534,0.047,0.09,1.007
22.535,0.046,0.089,1.015
22.536,0.05,0.087,1.018
22.536,0.055,0.085,1.019
22.537,0.055,0.085,1.021
22.538,0.057,0.084,1.022
22.54,0.062,0.082,1.026
22.54,0.066,0.079,1.03
22.545,0.071,0.08,1.024
22.548,0.074,0.082,1.027
22.552,0.076,0.079,1.027
22.561,0.081,0.077,1.017
22.563,0.084,0.077,1.007
22.568,0.091,0.076,0.997
22.573,0.094,0.073,0.985
22.578,0.092,0.07,0.976
22.583,0.096,0.063,0.968
22.588,0.095,0.063,0.966
22.603,0.095,0.069,0.976
22.604,0.101,0.072,0.986
22.608,0.103,0.07,0.985
22.609,0.101,0.061,0.997
22.658,0.103,0.057,1.001
22.659,0.108,0.059,1.002
22.66,0.11,0.058,0.999
22.661,0.105,0.055,0.996
22.663,0.104,0.055,0.993
22.664,0.101,0.048,0.989
22.665,0.099,0.057,0.972
22.665,0.087,0.064,0.958
22.666,0.064,0.041,0.975
22.676,0.078,0.031,0.991
22.678,0.091,0.025,1.005
22.678,0.083,0.017,0.995
22.679,0.072,0.02,0.988
22.68,0.065,0.019,0.98
22.685,0.06,0.019,0.982
22.688,0.063,0.016,0.967
22.695,0.058,0.018,0.955
22.703,0.061,0.02,0.945
22.713,0.063,0.03,0.936
22.714,0.064,0.035,0.927
22.718,0.058,0.043,0.934
22.727,0.059,0.05,0.936
22.728,0.054,0.054,0.934
22.733,0.055,0.053,0.946
22.738,0.06,0.055,0.955
22.753,0.062,0.053,0.961
22.754,0.065,0.06,0.959
22.755,0.063,0.06,0.967
22.807,0.062,0.065,0.966
22.808,0.062,0.066,0.969
22.809,0.057,0.066,0.96
22.81,0.057,0.068,0.96
22.81,0.055,0.063,0.955
22.811,0.057,0.067,0.953
22.813,0.059,0.065,0.948
22.813,0.056,0.067,0.948
22.814,0.054,0.069,0.945
22.815,0.052,0.073,0.952
22.816,0.048,0.074,0.954
22.817,0.047,0.077,0.957
22.818,0.046,0.083,0.962
22.826,0.045,0.08,0.97
22.828,0.043,0.082,0.976
22.833,0.041,0.08,0.984
22.838,0.039,0.077,0.992
22.843,0.036,0.078,0.995
22.848,0.035,0.08,0.994
22.854,0.033,0.077,0.996
22.867,0.029,0.079,0.992
22.868,0.029,0.083,0.994
22.87,0.028,0.085,0.98
22.923,0.026,0.079,0.97
22.924,0.021,0.075,0.966
22.925,0.02,0.074,0.959
22.926,0.019,0.075,0.958
22.926,0.017,0.074,0.958
22.928,0.018,0.074,0.963
22.929,0.013,0.073,0.969
22.93,0.008,0.072,0.97
22.93,0.004,0.069,0.978
22.931,0.002,0.069,0.986
22.932,0.004,0.067,0.995
22.933,0.003,0.065,0.998
22.934,0.005,0.062,0.996
22.941,0,0.064,0.99
22.943,-0.004,0.059,0.982
22.948,-0.009,0.06,0.977
22.953,-0.011,0.059,0.971
22.958,-0.013,0.059,0.97
22.963,-0.017,0.059,0.974
22.97,-0.018,0.058,0.976
22.981,-0.018,0.06,0.979
22.982,-0.018,0.061,0.985
22.983,-0.018,0.064,0.985
23.037,-0.019,0.065,0.99
23.038,-0.018,0.065,1
23.039,-0.018,0.063,1.001
23.04,-0.019,0.061,0.99
23.04,-0.021,0.06,0.987
23.041,-0.023,0.061,0.983
23.042,-0.026,0.063,0.979
23.043,-0.026,0.067,0.976
23.044,-0.027,0.068,0.976
23.045,-0.026,0.069,0.982
23.046,-0.025,0.07,0.983
23.047,-0.025,0.07,0.986
23.048,-0.026,0.07,0.984
23.053,-0.027,0.071,0.985
23.058,-0.027,0.069,0.984
23.063,-0.025,0.07,0.982
23.068,-0.024,0.073,0.982
23.081,-0.023,0.072,0.978
23.082,-0.022,0.075,0.974
23.085,-0.023,0.08,0.972
23.122,-0.02,0.083,0.978
23.123,-0.018,0.086,0.982
23.124,-0.019,0.087,0.985
23.125,-0.018,0.083,0.986
23.125,-0.017,0.082,0.983
23.126,-0.017,0.085,0.981
23.127,-0.017,0.086,0.98
23.128,-0.017,0.085,0.978
23.129,-0.018,0.085,0.976
23.132,-0.019,0.086,0.973
23.141,-0.018,0.087,0.973
23.142,-0.021,0.086,0.977
23.147,-0.023,0.087,0.979
23.155,-0.019,0.087,0.982
23.158,-0.017,0.09,0.984
23.174,-0.014,0.092,0.984
23.18,-0.01,0.095,0.986
23.181,-0.011,0.096,0.978
23.181,-0.014,0.096,0.969
23.191,-0.012,0.097,0.963
23.191,-0.018,0.099,0.965
23.193,-0.019,0.095,0.96
23.197,-0.022,0.091,0.957
23.205,-0.022,0.093,0.963
23.208,-0.021,0.092,0.968
23.212,-0.019,0.09,0.967
23.217,-0.019,0.089,0.975
23.224,-0.022,0.09,0.975
23.227,-0.027,0.086,0.977
23.232,-0.032,0.086,0.973
23.275,-0.037,0.085,0.971
23.276,-0.036,0.079,0.971
23.276,-0.035,0.08,0.968
23.277,-0.038,0.084,0.963
23.278,-0.034,0.086,0.964
23.279,-0.032,0.088,0.961
23.279,-0.029,0.091,0.956
23.28,-0.031,0.099,0.956
23.28,-0.033,0.096,0.961
23.283,-0.03,0.098,0.961
23.288,-0.036,0.098,0.968
23.292,-0.035,0.097,0.978
23.297,-0.041,0.094,0.976
23.304,-0.037,0.092,0.964
23.307,-0.038,0.095,0.963
23.312,-0.037,0.093,0.957
23.32,-0.041,0.092,0.951
23.322,-0.043,0.094,0.956
23.327,-0.047,0.098,0.949
23.332,-0.049,0.091,0.955
23.338,-0.05,0.089,0.964
23.342,-0.052,0.087,0.97
23.348,-0.054,0.089,0.981
23.359,-0.052,0.092,0.985
23.359,-0.056,0.084,0.992
23.363,-0.052,0.082,0.987
23.423,-0.055,0.084,0.981
23.423,-0.059,0.085,0.982
23.423,-0.06,0.09,0.985
23.424,-0.055,0.093,0.973
23.424,-0.057,0.093,0.975
23.425,-0.052,0.099,0.977
23.425,-0.047,0.101,0.973
23.425,-0.042,0.105,0.972
23.426,-0.044,0.107,0.975
23.426,-0.043,0.108,0.976
23.426,-0.036,0.114,0.976
23.427,-0.041,0.11,0.968
23.432,-0.039,0.11,0.97
23.437,-0.044,0.109,0.986
23.442,-0.047,0.105,0.983
23.447,-0.052,0.104,0.983
23.452,-0.052,0.098,0.994
23.457,-0.051,0.098,0.999
23.462,-0.052,0.094,0.999
23.472,-0.056,0.09,0.999
23.473,-0.052,0.098,0.998
23.477,-0.055,0.097,0.995
23.499,-0.051,0.099,0.998
23.5,-0.048,0.108,0.994
23.5,-0.048,0.11,0.985
23.501,-0.047,0.112,0.974
23.502,-0.049,0.113,0.974
23.507,-0.047,0.116,0.97
23.513,-0.047,0.115,0.957
23.517,-0.044,0.112,0.953
23.522,-0.042,0.111,0.942
23.527,-0.042,0.114,0.941
23.533,-0.043,0.114,0.941
23.537,-0.049,0.11,0.947
23.542,-0.052,0.112,0.951
23.547,-0.051,0.11,0.958
23.552,-0.048,0.109,0.965
23.558,-0.047,0.107,0.969
23.563,-0.049,0.108,0.978
23.568,-0.047,0.106,0.979
23.573,-0.049,0.103,0.985
23.578,-0.053,0.101,0.99
23.585,-0.052,0.099,0.994
23.588,-0.049,0.098,0.993
23.593,-0.053,0.097,0.993
23.601,-0.052,0.099,0.99
23.603,-0.052,0.096,0.979
23.608,-0.051,0.094,0.969
23.613,-0.052,0.093,0.959
23.625,-0.055,0.092,0.954
23.626,-0.058,0.093,0.949
23.628,-0.06,0.097,0.947
23.684,-0.055,0.101,0.951
23.685,-0.051,0.103,0.953
23.686,-0.047,0.107,0.958
23.687,-0.047,0.107,0.961
23.688,-0.046,0.109,0.959
23.688,-0.046,0.11,0.955
23.689,-0.056,0.106,0.953
23.698,-0.062,0.103,0.95
23.699,-0.059,0.1,0.95
23.7,-0.053,0.098,0.95
23.701,-0.052,0.099,0.952
23.701,-0.057,0.1,0.954
23.702,-0.058,0.097,0.96
23.703,-0.055,0.099,0.971
23.704,-0.055,0.102,0.98
23.709,-0.057,0.101,0.984
23.713,-0.059,0.099,0.987
23.72,-0.059,0.098,0.986
23.723,-0.057,0.095,0.985
23.728,-0.058,0.096,0.984
23.733,-0.062,0.097,0.983
23.738,-0.062,0.097,0.98
23.742,-0.061,0.1,0.976
23.757,-0.061,0.103,0.972
23.758,-0.059,0.103,0.969
23.761,-0.058,0.104,0.966
23.763,-0.056,0.107,0.966
23.813,-0.055,0.108,0.97
23.814,-0.054,0.106,0.973
23.815,-0.054,0.108,0.973
23.816,-0.053,0.108,0.977
23.818,-0.051,0.109,0.98
23.819,-0.051,0.107,0.977
23.819,-0.053,0.11,0.973
23.82,-0.05,0.11,0.973
23.821,-0.048,0.109,0.966
23.822,-0.049,0.112,0.96
23.823,-0.053,0.112,0.959
23.824,-0.056,0.113,0.96
23.828,-0.055,0.111,0.96
23.833,-0.053,0.111,0.957
23.839,-0.055,0.112,0.963
23.843,-0.051,0.113,0.964
23.853,-0.052,0.115,0.97
23.855,-0.055,0.115,0.965
23.858,-0.055,0.114,0.962
23.872,-0.059,0.115,0.958
23.873,-0.058,0.116,0.951
23.875,-0.06,0.116,0.94
23.878,-0.064,0.115,0.941
23.924,-0.064,0.116,0.945
23.928,-0.062,0.117,0.938
23.928,-0.059,0.115,0.933
23.93,-0.061,0.121,0.936
23.931,-0.059,0.126,0.938
23.931,-0.057,0.129,0.941
23.933,-0.055,0.128,0.941
23.933,-0.058,0.129,0.943
23.934,-0.059,0.133,0.947
23.935,-0.059,0.134,0.946
23.936,-0.055,0.137,0.947
23.94,-0.056,0.137,0.947
23.943,-0.055,0.137,0.948
23.95,-0.054,0.139,0.953
23.953,-0.058,0.138,0.961
23.959,-0.057,0.143,0.963
23.964,-0.062,0.133,0.957
23.967,-0.07,0.12,0.95
23.972,-0.075,0.117,0.95
23.98,-0.071,0.116,0.951
23.982,-0.069,0.124,0.961
23.988,-0.074,0.129,0.968
23.993,-0.076,0.132,0.983
23.998,-0.078,0.129,0.994
24.003,-0.075,0.127,1.001
24.008,-0.067,0.128,1.005
24.021,-0.058,0.13,0.993
24.023,-0.053,0.129,0.995
24.024,-0.062,0.125,0.992
24.068,-0.06,0.123,0.982
24.068,-0.064,0.124,0.974
24.069,-0.062,0.13,0.967
24.07,-0.059,0.126,0.964
24.071,-0.06,0.127,0.961
24.071,-0.059,0.132,0.965
24.072,-0.05,0.129,0.967
24.075,-0.052,0.128,0.974
24.076,-0.054,0.124,0.975
24.079,-0.057,0.118,0.979
24.082,-0.055,0.117,0.996
