time,x,y,z
8.906,-0.067,-0.04,0.782
8.913,-0.073,-0.034,0.753
8.916,-0.073,-0.024,0.724
8.921,-0.091,-0.013,0.702
8.926,-0.103,0,0.677
8.934,-0.108,0.005,0.649
8.941,-0.119,0.005,0.613
8.942,-0.12,0.009,0.583
8.974,-0.117,0.021,0.555
8.976,-0.116,0.032,0.524
8.977,-0.118,0.042,0.506
8.977,-0.122,0.051,0.48
8.978,-0.128,0.063,0.473
8.979,-0.135,0.077,0.46
8.981,-0.127,0.091,0.462
8.982,-0.118,0.104,0.477
8.987,-0.114,0.115,0.483
8.991,-0.108,0.126,0.495
8.997,-0.102,0.137,0.512
9.001,-0.1,0.146,0.531
9.006,-0.1,0.153,0.562
9.013,-0.094,0.157,0.594
9.016,-0.091,0.16,0.624
9.021,-0.085,0.163,0.659
9.031,-0.076,0.167,0.689
9.032,-0.072,0.161,0.723
9.036,-0.071,0.162,0.77
9.041,-0.075,0.159,0.804
9.047,-0.077,0.153,0.848
9.051,-0.073,0.149,0.883
9.058,-0.074,0.146,0.915
9.066,-0.079,0.14,0.952
9.1,-0.083,0.138,0.99
9.101,-0.085,0.135,1.036
9.102,-0.087,0.127,1.081
9.103,-0.092,0.118,1.119
9.104,-0.095,0.114,1.152
9.105,-0.097,0.114,1.18
9.106,-0.095,0.108,1.203
9.107,-0.084,0.107,1.232
9.109,-0.07,0.108,1.254
9.122,-0.052,0.11,1.265
9.123,-0.03,0.115,1.273
9.124,-0.008,0.125,1.269
9.159,0.008,0.132,1.253
9.161,0.019,0.139,1.239
9.162,0.025,0.143,1.229
9.162,0.033,0.151,1.218
9.163,0.039,0.15,1.203
9.164,0.041,0.147,1.188
9.164,0.042,0.14,1.183
9.166,0.042,0.129,1.176
9.167,0.035,0.113,1.175
9.171,0.023,0.098,1.184
9.181,0.006,0.079,1.194
9.181,-0.012,0.057,1.205
9.185,-0.028,0.037,1.225
9.196,-0.037,0.016,1.252
9.196,-0.039,0.002,1.274
9.2,-0.035,-0.013,1.286
9.205,-0.023,-0.028,1.291
9.212,-0.006,-0.034,1.288
9.215,0.012,-0.035,1.282
9.22,0.029,-0.034,1.28
9.247,0.043,-0.031,1.276
9.248,0.053,-0.027,1.268
9.248,0.056,-0.025,1.268
9.249,0.055,-0.031,1.279
9.249,0.045,-0.048,1.298
9.251,0.03,-0.068,1.327
9.256,0.005,-0.096,1.36
9.261,-0.03,-0.126,1.388
9.266,-0.067,-0.15,1.417
9.271,-0.107,-0.177,1.438
9.277,-0.145,-0.213,1.452
9.281,-0.167,-0.247,1.463
9.285,-0.172,-0.28,1.458
9.294,-0.171,-0.307,1.423
9.295,-0.168,-0.323,1.356
9.3,-0.163,-0.33,1.271
9.305,-0.154,-0.322,1.177
9.311,-0.143,-0.297,1.086
9.315,-0.125,-0.263,1.016
9.321,-0.097,-0.222,0.954
9.326,-0.059,-0.175,0.9
9.331,-0.012,-0.13,0.856
9.335,0.039,-0.083,0.828
9.346,0.092,-0.037,0.811
9.348,0.143,0.002,0.802
9.351,0.192,0.034,0.808
9.356,0.227,0.057,0.821
9.366,0.25,0.073,0.847
9.366,0.256,0.073,0.891
9.371,0.257,0.072,0.939
9.377,0.258,0.063,0.993
9.381,0.25,0.05,1.046
9.385,0.238,0.037,1.09
9.395,0.217,0.016,1.116
9.396,0.185,-0.007,1.141
9.401,0.158,-0.022,1.165
9.409,0.135,-0.039,1.17
9.411,0.12,-0.056,1.163
9.416,0.11,-0.072,1.154
9.421,0.092,-0.08,1.138
9.426,0.088,-0.085,1.103
9.431,0.089,-0.076,1.059
9.437,0.097,-0.062,1.002
9.446,0.102,-0.04,0.939
9.447,0.105,-0.009,0.881
9.451,0.105,0.014,0.824
9.459,0.106,0.035,0.784
9.461,0.099,0.051,0.742
9.466,0.097,0.063,0.702
9.471,0.096,0.072,0.671
9.476,0.091,0.079,0.641
9.481,0.094,0.084,0.617
9.486,0.091,0.092,0.596
9.5,0.086,0.097,0.589
9.504,0.087,0.102,0.589
9.505,0.079,0.108,0.587
9.506,0.074,0.104,0.598
9.543,0.076,0.105,0.611
9.544,0.072,0.103,0.636
9.546,0.076,0.096,0.656
9.547,0.074,0.094,0.679
9.548,0.078,0.091,0.701
9.549,0.083,0.085,0.708
9.55,0.083,0.084,0.71
9.552,0.086,0.086,0.716
9.552,0.084,0.088,0.717
9.558,0.085,0.093,0.715
9.561,0.087,0.098,0.715
9.572,0.079,0.105,0.717
9.577,0.078,0.106,0.714
9.581,0.078,0.112,0.705
9.586,0.079,0.116,0.691
9.597,0.088,0.116,0.696
9.597,0.089,0.116,0.693
9.601,0.094,0.121,0.697
9.608,0.095,0.118,0.708
9.611,0.1,0.123,0.712
9.616,0.107,0.132,0.714
9.632,0.11,0.138,0.728
9.633,0.122,0.138,0.74
9.635,0.127,0.149,0.762
9.636,0.127,0.154,0.785
9.676,0.129,0.16,0.801
9.677,0.129,0.164,0.826
9.678,0.129,0.16,0.837
9.679,0.119,0.156,0.85
9.681,0.115,0.144,0.866
9.681,0.104,0.135,0.88
9.683,0.092,0.127,0.902
9.684,0.072,0.118,0.917
9.685,0.056,0.114,0.929
9.686,0.04,0.106,0.935
9.692,0.028,0.103,0.941
9.697,0.016,0.095,0.947
9.701,0.006,0.09,0.946
9.707,-0.004,0.091,0.953
9.711,-0.015,0.089,0.951
9.718,-0.025,0.09,0.953
9.726,-0.034,0.097,0.956
9.727,-0.037,0.104,0.955
9.731,-0.043,0.112,0.949
9.741,-0.044,0.12,0.944
9.743,-0.041,0.126,0.947
9.746,-0.042,0.135,0.948
9.751,-0.036,0.143,0.95
9.756,-0.032,0.146,0.952
9.761,-0.028,0.148,0.962
9.766,-0.018,0.149,0.979
9.777,-0.009,0.147,0.998
9.778,0.006,0.145,1.014
9.781,0.019,0.137,1.044
9.791,0.035,0.13,1.081
9.791,0.052,0.121,1.122
9.821,0.064,0.112,1.179
9.821,0.069,0.107,1.23
9.822,0.069,0.106,1.275
9.823,0.066,0.112,1.329
9.824,0.062,0.112,1.383
9.824,0.056,0.107,1.437
9.826,0.045,0.104,1.488
9.831,0.03,0.098,1.531
9.838,0.018,0.095,1.568
9.841,0.016,0.099,1.596
9.846,0.016,0.104,1.611
9.851,0.014,0.105,1.607
9.857,0.018,0.107,1.59
9.861,0.019,0.104,1.556
9.867,0.014,0.098,1.518
9.872,0.006,0.092,1.476
9.876,-0.007,0.078,1.431
9.883,-0.026,0.061,1.386
9.888,-0.044,0.05,1.34
9.891,-0.062,0.038,1.301
9.896,-0.078,0.025,1.271
9.904,-0.093,0.013,1.242
9.906,-0.102,0.004,1.205
9.911,-0.1,-0.003,1.157
9.916,-0.091,-0.004,1.095
9.925,-0.086,0,1.015
9.932,-0.087,0.002,0.931
9.933,-0.088,0.007,0.849
9.968,-0.089,0.02,0.769
9.969,-0.084,0.037,0.7
9.971,-0.073,0.061,0.648
9.971,-0.059,0.089,0.613
9.972,-0.043,0.119,0.594
9.973,-0.021,0.152,0.593
9.974,0.002,0.184,0.62
9.975,0.024,0.212,0.678
9.976,0.046,0.226,0.757
9.981,0.062,0.223,0.846
9.993,0.076,0.203,0.937
9.994,0.088,0.181,1.012
9.996,0.09,0.158,1.083
10.001,0.084,0.133,1.145
10.007,0.08,0.107,1.195
10.012,0.066,0.084,1.234
10.015,0.051,0.056,1.266
10.02,0.04,0.032,1.283
10.025,0.03,0.006,1.285
10.03,0.029,-0.016,1.271
10.036,0.03,-0.033,1.248
10.04,0.031,-0.046,1.214
10.045,0.03,-0.057,1.172
10.076,0.029,-0.063,1.126
10.076,0.025,-0.065,1.08
10.077,0.018,-0.06,1.029
10.077,0.017,-0.047,0.974
10.106,0.02,-0.032,0.927
10.106,0.01,-0.009,0.877
10.106,-0.009,0.013,0.826
10.107,-0.021,0.035,0.783
10.107,-0.032,0.059,0.762
10.108,-0.036,0.078,0.738
10.108,-0.031,0.091,0.72
10.108,-0.027,0.099,0.701
10.116,-0.029,0.107,0.692
10.117,-0.027,0.118,0.678
10.12,-0.023,0.131,0.658
10.125,-0.02,0.142,0.652
10.13,-0.024,0.148,0.651
10.135,-0.032,0.152,0.645
10.14,-0.037,0.151,0.644
10.145,-0.034,0.156,0.647
10.15,-0.023,0.166,0.644
10.155,-0.024,0.175,0.649
10.16,-0.026,0.188,0.665
10.174,-0.025,0.205,0.68
10.175,-0.022,0.227,0.697
10.175,-0.015,0.242,0.729
10.18,-0.002,0.259,0.752
10.19,0.019,0.266,0.768
10.191,0.04,0.278,0.777
10.196,0.057,0.278,0.776
10.202,0.068,0.284,0.778
10.205,0.085,0.29,0.788
10.21,0.096,0.291,0.792
10.218,0.1,0.29,0.792
10.22,0.101,0.293,0.778
10.225,0.104,0.281,0.771
10.232,0.106,0.28,0.76
10.235,0.114,0.28,0.755
10.24,0.111,0.281,0.761
10.245,0.118,0.282,0.767
10.25,0.117,0.275,0.78
10.255,0.103,0.271,0.793
10.26,0.094,0.264,0.816
10.265,0.08,0.252,0.842
10.275,0.068,0.228,0.87
10.281,0.061,0.209,0.893
10.285,0.05,0.183,0.918
10.29,0.037,0.157,0.928
10.295,0.024,0.132,0.939
10.3,0.012,0.111,0.936
10.305,-0.007,0.09,0.929
10.311,-0.02,0.076,0.925
10.321,-0.023,0.06,0.915
10.321,-0.025,0.046,0.908
10.325,-0.022,0.03,0.892
10.356,-0.018,0.014,0.881
10.356,-0.012,0.006,0.878
10.357,-0.002,-0.003,0.886
10.358,0.009,-0.005,0.894
10.358,0.015,-0.006,0.915
10.359,0.028,0.005,0.932
10.36,0.055,0.019,0.953
10.367,0.083,0.034,0.975
10.37,0.105,0.049,0.979
10.375,0.113,0.054,0.991
10.383,0.105,0.061,0.991
10.385,0.096,0.073,0.993
10.39,0.092,0.079,1.004
10.4,0.086,0.083,1.019
10.4,0.08,0.082,1.037
10.405,0.071,0.072,1.053
10.41,0.064,0.061,1.069
10.416,0.057,0.038,1.074
10.42,0.049,0.01,1.082
10.425,0.048,-0.01,1.092
10.433,0.057,-0.024,1.098
10.435,0.073,-0.028,1.099
10.44,0.095,-0.017,1.095
10.472,0.117,-0.004,1.099
10.472,0.14,0.012,1.119
10.473,0.168,0.032,1.144
10.474,0.209,0.057,1.171
10.476,0.24,0.082,1.216
10.477,0.256,0.106,1.274
10.477,0.256,0.124,1.338
10.481,0.243,0.136,1.404
10.485,0.214,0.139,1.476
10.49,0.18,0.126,1.555
10.506,0.149,0.1,1.615
10.507,0.13,0.069,1.657
10.508,0.124,0.031,1.676
10.51,0.122,-0.01,1.673
10.515,0.131,-0.048,1.653
10.52,0.139,-0.077,1.611
10.525,0.14,-0.099,1.542
10.531,0.134,-0.114,1.461
10.536,0.129,-0.113,1.371
10.54,0.125,-0.109,1.279
10.571,0.125,-0.099,1.19
10.571,0.133,-0.083,1.112
10.572,0.149,-0.059,1.049
10.573,0.176,-0.039,0.992
10.573,0.205,-0.015,0.942
10.576,0.225,0.006,0.907
10.583,0.236,0.016,0.873
10.583,0.239,0.024,0.854
10.587,0.232,0.032,0.854
10.592,0.221,0.035,0.859
10.596,0.208,0.033,0.885
10.6,0.194,0.024,0.924
10.606,0.182,0.012,0.966
10.613,0.178,0.004,1.01
10.616,0.177,0,1.036
10.62,0.176,-0.004,1.042
10.626,0.173,-0.007,1.035
10.631,0.166,-0.008,1.019
10.636,0.158,-0.007,0.994
10.641,0.145,-0.004,0.955
10.652,0.135,0.002,0.91
10.655,0.127,0.008,0.86
10.658,0.114,0.016,0.808
10.711,0.097,0.02,0.761
10.712,0.087,0.024,0.724
10.713,0.082,0.026,0.686
10.713,0.077,0.029,0.659
10.716,0.075,0.037,0.632
10.716,0.074,0.043,0.604
10.717,0.07,0.048,0.588
10.718,0.064,0.057,0.576
10.718,0.054,0.065,0.563
10.719,0.043,0.07,0.559
10.721,0.037,0.082,0.552
10.722,0.038,0.093,0.55
10.722,0.042,0.103,0.554
10.731,0.04,0.111,0.558
10.732,0.035,0.118,0.564
10.736,0.036,0.129,0.572
10.741,0.039,0.141,0.591
10.746,0.042,0.149,0.603
10.751,0.047,0.155,0.611
10.756,0.052,0.159,0.619
10.763,0.053,0.162,0.629
10.766,0.058,0.166,0.636
10.771,0.064,0.171,0.645
10.781,0.075,0.178,0.648
10.782,0.089,0.182,0.648
10.786,0.098,0.191,0.659
10.791,0.106,0.199,0.667
10.796,0.109,0.206,0.675
10.801,0.109,0.216,0.68
10.806,0.11,0.217,0.698
10.818,0.108,0.222,0.716
10.819,0.109,0.222,0.733
10.821,0.114,0.216,0.76
10.863,0.115,0.211,0.78
10.864,0.111,0.2,0.808
10.866,0.106,0.19,0.837
10.867,0.094,0.178,0.867
10.867,0.088,0.168,0.89
10.869,0.078,0.159,0.913
10.869,0.063,0.145,0.931
10.871,0.05,0.138,0.952
10.872,0.029,0.126,0.964
10.873,0.011,0.119,0.983
10.878,-0.003,0.12,0.988
10.881,-0.011,0.117,0.99
10.886,-0.021,0.117,0.987
10.896,-0.031,0.121,0.986
10.897,-0.034,0.127,0.977
10.901,-0.036,0.14,0.975
10.907,-0.039,0.144,0.971
10.915,-0.038,0.154,0.979
10.916,-0.029,0.164,0.987
10.921,-0.019,0.18,1.007
10.929,-0.002,0.191,1.028
10.93,-0.004,0.202,1.044
10.936,0.001,0.207,1.069
10.949,0,0.206,1.082
10.95,0.006,0.199,1.105
10.951,0.003,0.191,1.12
10.958,0.008,0.176,1.142
10.996,0.021,0.159,1.152
10.997,0.031,0.144,1.175
10.997,0.037,0.128,1.2
10.998,0.035,0.125,1.231
10.999,0.021,0.116,1.273
11,0.001,0.114,1.307
11.001,-0.004,0.116,1.344
11.002,-0.016,0.118,1.379
11.006,-0.022,0.118,1.413
11.011,-0.027,0.122,1.451
11.016,-0.025,0.118,1.486
11.021,-0.024,0.125,1.514
11.031,-0.026,0.123,1.539
11.032,-0.017,0.13,1.554
11.035,-0.006,0.126,1.564
11.043,0,0.121,1.559
11.046,0.002,0.103,1.552
11.051,-0.007,0.081,1.534
11.056,-0.021,0.057,1.525
11.061,-0.038,0.034,1.524
11.066,-0.051,0.013,1.514
11.071,-0.071,-0.011,1.51
11.076,-0.097,-0.035,1.508
11.106,-0.123,-0.061,1.506
11.107,-0.141,-0.089,1.489
11.109,-0.15,-0.104,1.453
11.111,-0.148,-0.118,1.398
11.112,-0.146,-0.13,1.321
11.113,-0.148,-0.131,1.242
11.114,-0.153,-0.128,1.158
11.131,-0.157,-0.123,1.074
11.132,-0.149,-0.108,0.984
11.132,-0.132,-0.089,0.893
11.133,-0.115,-0.068,0.811
11.139,-0.099,-0.036,0.738
11.14,-0.077,-0.002,0.674
11.17,-0.056,0.038,0.639
11.171,-0.038,0.081,0.613
11.171,-0.018,0.124,0.621
11.172,0.005,0.154,0.653
11.172,0.028,0.171,0.701
11.173,0.047,0.179,0.782
11.175,0.064,0.167,0.883
11.18,0.082,0.142,0.974
11.186,0.096,0.114,1.06
11.195,0.101,0.084,1.131
11.196,0.091,0.051,1.191
11.2,0.076,0.017,1.235
11.208,0.058,-0.019,1.27
11.211,0.038,-0.053,1.283
11.215,0.019,-0.088,1.28
11.22,0.002,-0.119,1.271
11.232,-0.012,-0.147,1.24
11.232,-0.023,-0.164,1.197
11.235,-0.031,-0.174,1.146
11.24,-0.036,-0.175,1.089
11.245,-0.037,-0.162,1.024
11.25,-0.041,-0.141,0.959
11.255,-0.046,-0.116,0.906
11.26,-0.046,-0.094,0.865
11.265,-0.038,-0.077,0.827
11.272,-0.03,-0.062,0.791
11.275,-0.021,-0.047,0.763
11.28,-0.011,-0.034,0.736
11.285,-0.008,-0.021,0.703
11.29,-0.011,-0.009,0.677
11.295,-0.017,0.001,0.656
11.3,-0.022,0.011,0.629
11.305,-0.029,0.02,0.605
11.31,-0.035,0.032,0.582
11.315,-0.035,0.042,0.559
11.327,-0.032,0.055,0.539
11.328,-0.029,0.066,0.519
11.33,-0.023,0.076,0.5
11.335,-0.018,0.086,0.486
11.352,-0.018,0.088,0.473
11.352,-0.018,0.088,0.468
11.353,-0.014,0.094,0.458
11.356,-0.006,0.105,0.445
11.361,0.005,0.119,0.435
11.365,0.015,0.135,0.425
11.372,0.021,0.152,0.427
11.375,0.024,0.173,0.442
11.38,0.03,0.19,0.462
11.391,0.033,0.203,0.49
11.392,0.038,0.214,0.525
11.396,0.04,0.223,0.558
11.401,0.039,0.225,0.6
11.41,0.039,0.221,0.645
11.411,0.041,0.219,0.689
11.416,0.042,0.214,0.724
11.425,0.041,0.207,0.766
11.426,0.04,0.199,0.809
11.43,0.036,0.189,0.845
11.441,0.033,0.181,0.877
11.442,0.025,0.169,0.912
11.446,0.022,0.161,0.937
11.451,0.021,0.159,0.96
11.462,0.016,0.155,0.977
11.463,0.013,0.15,0.988
11.466,0.003,0.141,1.001
11.475,-0.012,0.13,1.013
11.476,-0.026,0.117,1.024
11.481,-0.034,0.11,1.034
11.495,-0.043,0.102,1.051
11.496,-0.041,0.093,1.059
11.497,-0.038,0.084,1.074
11.501,-0.034,0.082,1.085
11.549,-0.031,0.076,1.097
11.55,-0.025,0.075,1.107
11.551,-0.015,0.067,1.128
11.552,-0.002,0.073,1.141
11.553,0.015,0.077,1.166
11.553,0.033,0.09,1.184
11.555,0.055,0.102,1.193
11.557,0.071,0.1,1.198
11.558,0.094,0.101,1.194
11.559,0.103,0.101,1.183
11.559,0.102,0.101,1.163
11.56,0.09,0.095,1.155
11.566,0.077,0.087,1.147
11.571,0.066,0.077,1.145
11.576,0.059,0.061,1.156
11.586,0.049,0.045,1.169
11.587,0.034,0.026,1.192
11.592,0.023,0.006,1.214
11.596,0.012,-0.018,1.234
11.609,0.007,-0.041,1.237
11.61,0.012,-0.061,1.227
11.612,0.017,-0.071,1.227
11.616,0.02,-0.079,1.225
11.656,0.019,-0.085,1.215
11.657,0.036,-0.074,1.206
11.658,0.066,-0.061,1.187
11.659,0.094,-0.048,1.161
11.66,0.116,-0.042,1.143
11.66,0.134,-0.035,1.152
11.661,0.129,-0.035,1.173
11.663,0.107,-0.048,1.217
11.666,0.065,-0.072,1.281
11.671,0.017,-0.097,1.351
11.676,-0.029,-0.125,1.426
11.681,-0.069,-0.153,1.491
11.687,-0.096,-0.177,1.537
11.691,-0.115,-0.206,1.563
11.696,-0.126,-0.237,1.561
11.703,-0.125,-0.263,1.519
11.705,-0.116,-0.275,1.447
11.711,-0.107,-0.272,1.351
11.719,-0.094,-0.256,1.242
11.721,-0.076,-0.225,1.149
11.725,-0.043,-0.177,1.058
11.731,-0.004,-0.13,0.981
11.741,0.054,-0.07,0.901
11.742,0.119,-0.01,0.849
11.748,0.179,0.053,0.817
11.791,0.242,0.12,0.799
11.792,0.302,0.177,0.807
11.793,0.36,0.227,0.847
11.793,0.391,0.263,0.899
11.794,0.414,0.282,0.96
11.798,0.416,0.28,1.019
11.799,0.395,0.256,1.08
11.8,0.353,0.211,1.126
11.801,0.298,0.155,1.166
11.802,0.239,0.091,1.197
11.803,0.18,0.027,1.218
11.807,0.13,-0.027,1.223
11.81,0.087,-0.073,1.213
11.818,0.047,-0.11,1.209
11.821,0.018,-0.137,1.201
11.825,0,-0.15,1.175
11.83,-0.002,-0.148,1.149
11.835,0.009,-0.13,1.113
11.84,0.024,-0.099,1.066
11.846,0.04,-0.062,1.008
11.859,0.056,-0.022,0.946
11.861,0.069,0.015,0.879
11.862,0.077,0.048,0.825
11.906,0.081,0.07,0.772
11.907,0.084,0.084,0.721
11.908,0.089,0.096,0.67
11.908,0.088,0.109,0.629
11.909,0.087,0.122,0.597
11.91,0.093,0.13,0.563
11.911,0.089,0.14,0.542
11.911,0.079,0.144,0.521
11.915,0.068,0.152,0.507
11.915,0.058,0.159,0.5
11.916,0.047,0.158,0.488
11.921,0.036,0.141,0.472
11.925,0.026,0.132,0.467
11.933,0.01,0.123,0.466
11.935,0,0.113,0.468
11.94,-0.01,0.103,0.473
11.946,-0.022,0.095,0.482
11.951,-0.035,0.087,0.502
11.955,-0.042,0.081,0.534
11.961,-0.045,0.075,0.562
11.971,-0.042,0.071,0.577
11.972,-0.033,0.071,0.587
11.975,-0.025,0.076,0.603
11.983,-0.02,0.087,0.616
11.985,-0.017,0.095,0.623
11.99,-0.017,0.104,0.63
11.996,-0.018,0.118,0.639
12.001,-0.015,0.128,0.654
12.005,-0.013,0.136,0.674
12.01,-0.008,0.145,0.695
12.022,-0.004,0.156,0.719
12.023,0.001,0.163,0.745
12.027,0.003,0.167,0.776
12.072,0.002,0.166,0.808
12.073,-0.001,0.158,0.84
12.074,-0.004,0.144,0.87
12.075,-0.005,0.132,0.898
12.076,-0.014,0.122,0.924
12.077,-0.032,0.11,0.951
12.078,-0.055,0.096,0.973
12.079,-0.074,0.083,0.987
12.081,-0.091,0.069,0.998
12.082,-0.115,0.055,1.013
12.082,-0.138,0.044,1.034
12.095,-0.156,0.034,1.044
12.096,-0.172,0.028,1.053
12.109,-0.184,0.025,1.06
12.114,-0.194,0.022,1.059
12.118,-0.199,0.025,1.05
12.119,-0.203,0.043,1.042
12.12,-0.202,0.064,1.036
12.121,-0.204,0.082,1.033
12.128,-0.203,0.1,1.027
12.13,-0.208,0.11,1.023
12.135,-0.214,0.115,1.021
12.14,-0.221,0.114,1.022
12.151,-0.222,0.108,1.025
12.152,-0.219,0.105,1.029
12.156,-0.219,0.104,1.038
12.16,-0.224,0.099,1.062
12.169,-0.222,0.093,1.096
12.17,-0.212,0.081,1.134
12.177,-0.198,0.075,1.168
12.222,-0.17,0.071,1.207
12.223,-0.144,0.067,1.252
12.224,-0.12,0.069,1.302
12.225,-0.102,0.077,1.336
12.226,-0.109,0.083,1.381
12.228,-0.122,0.085,1.434
12.228,-0.134,0.087,1.482
12.229,-0.14,0.087,1.524
12.23,-0.133,0.083,1.546
12.231,-0.118,0.076,1.563
12.232,-0.114,0.06,1.565
12.237,-0.114,0.04,1.562
12.241,-0.112,0.016,1.553
12.248,-0.118,-0.008,1.535
12.25,-0.123,-0.038,1.511
12.255,-0.136,-0.059,1.496
12.272,-0.147,-0.082,1.495
12.273,-0.156,-0.096,1.483
12.273,-0.149,-0.095,1.484
12.276,-0.142,-0.092,1.474
12.32,-0.123,-0.086,1.444
12.321,-0.105,-0.067,1.376
12.321,-0.089,-0.05,1.281
12.321,-0.086,-0.026,1.169
12.322,-0.078,-0.008,1.076
12.322,-0.074,0.006,0.963
12.323,-0.062,0.017,0.857
12.323,-0.053,0.034,0.743
12.324,-0.054,0.059,0.648
12.325,-0.063,0.073,0.574
12.33,-0.075,0.096,0.519
12.335,-0.093,0.122,0.491
12.34,-0.097,0.149,0.483
12.346,-0.114,0.152,0.481
12.35,-0.137,0.139,0.486
12.355,-0.157,0.118,0.54
12.365,-0.19,0.076,0.608
12.37,-0.226,0.021,0.703
12.375,-0.23,-0.039,0.801
12.382,-0.245,-0.112,0.936
12.391,-0.246,-0.16,1.114
12.391,-0.236,-0.194,1.232
12.442,-0.223,-0.216,1.277
12.444,-0.213,-0.241,1.295
12.447,-0.208,-0.25,1.332
12.448,-0.211,-0.268,1.381
12.452,-0.21,-0.275,1.423
12.453,-0.204,-0.283,1.437
12.454,-0.2,-0.279,1.425
12.456,-0.193,-0.268,1.384
12.457,-0.185,-0.252,1.335
12.458,-0.176,-0.243,1.285
12.459,-0.164,-0.232,1.215
12.459,-0.148,-0.217,1.131
12.461,-0.129,-0.192,1.04
12.461,-0.114,-0.167,0.945
12.466,-0.112,-0.133,0.875
12.47,-0.108,-0.11,0.828
12.484,-0.106,-0.084,0.781
12.486,-0.104,-0.065,0.745
12.487,-0.097,-0.051,0.706
12.49,-0.089,-0.04,0.676
12.501,-0.079,-0.028,0.642
12.502,-0.068,-0.015,0.631
12.506,-0.069,0,0.612
12.515,-0.07,0.015,0.602
12.516,-0.071,0.027,0.589
12.52,-0.074,0.034,0.586
12.533,-0.074,0.042,0.579
12.536,-0.08,0.046,0.568
12.537,-0.088,0.044,0.554
12.54,-0.097,0.049,0.535
12.585,-0.105,0.06,0.53
12.586,-0.107,0.066,0.529
12.589,-0.108,0.068,0.518
12.591,-0.109,0.073,0.505
12.592,-0.109,0.075,0.495
12.593,-0.116,0.074,0.496
12.593,-0.127,0.073,0.493
12.595,-0.14,0.068,0.498
12.596,-0.149,0.06,0.509
12.607,-0.151,0.053,0.528
12.607,-0.148,0.052,0.553
12.608,-0.145,0.047,0.584
12.609,-0.134,0.049,0.62
12.611,-0.122,0.058,0.666
12.619,-0.11,0.073,0.71
12.621,-0.093,0.086,0.742
12.627,-0.079,0.1,0.769
12.63,-0.066,0.115,0.8
12.635,-0.056,0.131,0.83
12.644,-0.048,0.14,0.857
12.645,-0.046,0.148,0.883
12.65,-0.048,0.154,0.914
12.655,-0.054,0.156,0.942
12.666,-0.062,0.154,0.974
12.668,-0.071,0.153,1.003
12.672,-0.073,0.152,1.029
12.717,-0.075,0.149,1.058
12.718,-0.079,0.144,1.082
12.719,-0.08,0.142,1.106
12.72,-0.078,0.14,1.128
12.722,-0.077,0.137,1.15
12.723,-0.077,0.136,1.165
12.724,-0.075,0.135,1.169
12.725,-0.073,0.136,1.173
12.726,-0.067,0.14,1.178
12.727,-0.06,0.147,1.179
12.728,-0.048,0.15,1.183
12.733,-0.034,0.157,1.185
12.736,-0.022,0.17,1.184
12.743,-0.01,0.177,1.176
12.746,-0.001,0.185,1.167
12.75,0,0.185,1.16
12.756,-0.005,0.18,1.153
12.761,-0.016,0.168,1.148
12.766,-0.035,0.152,1.148
12.771,-0.057,0.135,1.156
12.776,-0.077,0.115,1.17
12.78,-0.098,0.093,1.184
12.786,-0.109,0.078,1.2
12.796,-0.115,0.067,1.218
12.797,-0.111,0.063,1.224
12.8,-0.096,0.063,1.229
12.813,-0.078,0.062,1.226
12.814,-0.05,0.066,1.211
12.821,-0.014,0.075,1.189
12.821,0.021,0.081,1.172
12.866,0.053,0.095,1.145
12.867,0.072,0.098,1.134
12.868,0.065,0.1,1.141
12.869,0.041,0.092,1.159
12.87,0.006,0.073,1.19
12.871,-0.035,0.038,1.235
12.872,-0.076,-0.004,1.285
12.873,-0.11,-0.052,1.326
12.875,-0.144,-0.109,1.357
12.876,-0.161,-0.158,1.366
12.877,-0.176,-0.198,1.37
12.881,-0.195,-0.233,1.374
12.886,-0.211,-0.26,1.359
12.891,-0.206,-0.277,1.338
12.896,-0.191,-0.283,1.303
12.901,-0.172,-0.275,1.264
12.91,-0.149,-0.259,1.224
12.911,-0.123,-0.235,1.173
12.915,-0.093,-0.215,1.127
12.924,-0.067,-0.185,1.07
12.925,-0.045,-0.158,1.018
12.93,-0.02,-0.132,0.962
12.936,0.008,-0.112,0.917
12.948,0.028,-0.095,0.885
12.949,0.049,-0.087,0.863
12.953,0.065,-0.08,0.853
12.998,0.08,-0.087,0.844
13,0.096,-0.098,0.855
13.001,0.109,-0.099,0.875
13.002,0.12,-0.101,0.901
13.003,0.126,-0.094,0.923
13.004,0.131,-0.088,0.939
13.005,0.136,-0.074,0.971
13.006,0.117,-0.069,1.006
13.007,0.104,-0.076,1.04
13.008,0.093,-0.079,1.064
13.009,0.104,-0.079,1.059
13.014,0.096,-0.08,1.052
13.015,0.077,-0.086,1.054
13.023,0.068,-0.096,1.045
13.026,0.058,-0.092,1.039
13.03,0.059,-0.089,1.02
13.036,0.042,-0.095,1.015
13.041,0.032,-0.095,1.005
13.046,0.03,-0.09,0.986
13.061,0.031,-0.077,0.951
13.062,0.026,-0.072,0.911
13.066,0.02,-0.059,0.879
13.073,0.01,-0.049,0.85
13.075,0.006,-0.026,0.83
13.08,-0.005,-0.007,0.804
13.086,-0.018,-0.011,0.78
13.096,-0.033,-0.012,0.768
13.116,-0.044,-0.013,0.76
13.117,-0.046,-0.015,0.759
