time,x,y,z
20.499,0.255,0.921,0.422
20.503,0.257,0.936,0.415
20.516,0.253,0.946,0.409
20.516,0.251,0.961,0.403
20.518,0.246,0.97,0.41
20.523,0.246,0.98,0.415
20.528,0.246,0.991,0.433
20.533,0.24,0.99,0.467
20.538,0.238,0.994,0.509
20.548,0.243,1.002,0.561
20.549,0.243,1.002,0.608
20.553,0.251,1.008,0.649
20.575,0.251,1.017,0.687
20.576,0.249,1.039,0.699
20.577,0.25,1.045,0.711
20.577,0.246,1.027,0.703
20.578,0.227,1.005,0.669
20.583,0.202,0.984,0.623
20.589,0.174,0.974,0.569
20.593,0.134,0.975,0.507
20.598,0.097,0.994,0.452
20.603,0.056,1.031,0.437
20.61,0.002,1.077,0.462
20.613,-0.031,1.116,0.388
20.618,-0.07,1.172,0.334
20.623,-0.106,1.254,0.256
20.628,-0.129,1.37,0.165
20.633,-0.141,1.494,0.114
20.638,-0.132,1.624,0.13
20.643,-0.103,1.735,0.196
20.648,-0.06,1.778,0.261
20.653,-0.028,1.749,0.299
20.662,-0.021,1.658,0.291
20.663,-0.026,1.536,0.228
20.668,-0.026,1.408,0.165
20.673,-0.025,1.284,0.121
20.679,-0.028,1.159,0.102
20.683,-0.03,1.044,0.066
20.688,-0.035,0.95,-0.011
20.701,-0.035,0.869,-0.093
20.702,-0.029,0.813,-0.15
20.703,-0.017,0.783,-0.149
20.756,-0.01,0.753,-0.099
20.757,-0.009,0.718,-0.015
20.758,-0.008,0.691,0.1
20.759,-0.005,0.668,0.196
20.76,-0.008,0.634,0.205
20.761,-0.023,0.591,0.169
20.762,-0.012,0.569,0.122
20.763,0.03,0.592,0.07
20.764,0.039,0.619,0.028
20.765,0.022,0.641,0.016
20.765,0.008,0.666,0.012
20.766,-0.013,0.692,0.017
20.768,-0.052,0.718,0.031
20.773,-0.08,0.768,0.033
20.779,-0.086,0.828,0.023
20.783,-0.082,0.887,0.002
20.788,-0.08,0.935,-0.025
20.794,-0.057,0.985,-0.068
20.798,-0.02,1.04,-0.116
20.803,0.011,1.078,-0.165
20.81,0.017,1.094,-0.168
20.813,0.033,1.098,-0.118
20.818,0.051,1.093,-0.054
20.834,0.048,1.05,-0.021
20.835,0.004,0.988,-0.025
20.855,-0.04,0.935,-0.037
20.856,-0.033,0.908,-0.027
20.856,0.028,0.915,0.009
20.858,0.078,0.938,0.004
20.859,0.089,0.933,-0.03
20.86,0.04,0.905,-0.064
20.886,0.027,0.891,-0.042
20.887,0.045,0.895,-0.033
20.888,0.021,0.879,-0.041
20.889,-0.015,0.874,-0.029
20.89,-0.02,0.876,0.015
20.891,-0.011,0.879,0.04
20.896,-0.009,0.875,0.038
20.898,-0.021,0.865,0.029
20.903,-0.041,0.866,-0.01
20.913,-0.044,0.861,-0.02
20.914,-0.052,0.864,-0.036
20.918,-0.037,0.877,-0.041
20.925,-0.033,0.899,-0.044
20.928,0.007,0.912,-0.045
20.932,0.052,0.919,-0.068
20.938,0.073,0.927,-0.061
20.943,0.083,0.938,-0.057
20.948,0.091,0.935,-0.055
20.953,0.081,0.925,-0.048
20.964,0.091,0.906,-0.049
20.965,0.116,0.899,-0.04
20.967,0.157,0.904,-0.012
21.021,0.192,0.895,0.014
21.023,0.199,0.88,0.024
21.023,0.207,0.877,0.062
21.024,0.214,0.886,0.044
21.025,0.191,0.898,0.032
21.027,0.178,0.903,0.002
21.028,0.187,0.899,-0.022
21.028,0.189,0.912,-0.026
21.029,0.17,0.927,-0.007
21.03,0.167,0.916,-0.012
21.031,0.169,0.906,-0.006
21.032,0.159,0.901,-0.013
21.037,0.153,0.893,-0.012
21.043,0.159,0.897,-0.003
21.047,0.165,0.894,-0.001
21.052,0.162,0.89,-0.008
21.058,0.146,0.874,-0.011
21.062,0.16,0.888,-0.009
21.067,0.172,0.891,-0.002
21.075,0.195,0.889,0.007
21.077,0.218,0.886,0.016
21.082,0.226,0.883,0.012
21.091,0.231,0.882,0.023
21.092,0.234,0.877,0.039
21.097,0.238,0.87,0.029
21.102,0.24,0.867,0.021
21.119,0.241,0.857,0.014
21.12,0.247,0.852,0.02
21.121,0.261,0.854,0.028
21.173,0.266,0.865,0.018
21.174,0.264,0.882,0.009
21.174,0.258,0.901,0.01
21.175,0.258,0.924,-0.012
21.177,0.257,0.945,-0.046
21.178,0.244,0.958,-0.075
21.179,0.233,0.968,-0.089
21.179,0.212,0.966,-0.091
21.18,0.181,0.956,-0.079
21.182,0.145,0.954,-0.045
21.182,0.105,0.958,-0.012
21.183,0.044,0.964,-0.002
21.184,-0.025,0.976,-0.017
21.19,-0.082,0.996,-0.022
21.192,-0.125,1.017,-0.026
21.197,-0.158,1.038,-0.079
21.202,-0.164,1.062,-0.172
21.207,-0.117,1.089,-0.254
21.212,0,1.105,-0.296
21.217,0.146,1.101,-0.279
21.223,0.276,1.074,-0.203
21.227,0.382,1.032,-0.097
21.232,0.434,0.993,0.014
21.24,0.434,0.989,0.103
21.242,0.409,1.016,0.172
21.247,0.364,1.063,0.209
21.252,0.307,1.129,0.198
21.261,0.261,1.2,0.141
21.262,0.218,1.272,0.075
21.269,0.158,1.35,0
21.314,0.11,1.407,-0.087
21.315,0.108,1.448,-0.16
21.317,0.167,1.488,-0.194
21.318,0.242,1.505,-0.173
21.319,0.283,1.496,-0.111
21.321,0.24,1.454,-0.054
21.323,0.155,1.394,-0.024
21.323,0.085,1.331,-0.028
21.324,0.062,1.281,-0.069
21.324,0.094,1.247,-0.127
21.325,0.151,1.237,-0.169
21.329,0.219,1.237,-0.207
21.331,0.279,1.235,-0.226
21.341,0.322,1.225,-0.237
21.342,0.328,1.191,-0.26
21.347,0.314,1.128,-0.271
21.357,0.26,1.07,-0.238
21.358,0.188,1.045,-0.216
21.361,0.137,1.02,-0.235
21.366,0.079,1,-0.272
21.374,0.015,0.993,-0.279
21.376,-0.041,1.017,-0.233
21.381,-0.118,1.054,-0.15
21.388,-0.21,1.091,-0.036
21.391,-0.268,1.121,0.074
21.396,-0.29,1.138,0.154
21.412,-0.326,1.144,0.179
21.412,-0.373,1.144,0.158
21.412,-0.415,1.139,0.104
21.416,-0.418,1.133,0.008
21.421,-0.359,1.125,-0.087
21.426,-0.291,1.104,-0.124
21.431,-0.219,1.112,-0.108
21.436,-0.157,1.124,-0.062
21.441,-0.103,1.149,-0.03
21.446,-0.045,1.195,0.02
21.452,0.029,1.263,0.013
21.456,0.093,1.315,0.015
21.461,0.14,1.319,0.041
21.466,0.11,1.259,0.072
21.471,0.099,1.209,0.071
21.476,0.109,1.176,0.107
21.481,0.116,1.131,0.136
21.492,0.135,1.093,0.141
21.493,0.125,1.026,0.186
21.496,0.109,1.016,0.165
21.517,0.098,0.995,0.129
21.52,0.087,0.952,0.103
21.521,0.072,0.908,0.135
21.522,0.06,0.856,0.086
21.526,0.062,0.79,0.107
21.531,0.104,0.798,0.155
21.536,0.176,0.816,0.142
21.541,0.19,0.812,0.145
21.546,0.164,0.807,0.137
21.552,0.123,0.765,0.166
21.556,0.139,0.726,0.171
21.56,0.18,0.707,0.202
21.568,0.194,0.706,0.242
21.571,0.171,0.701,0.254
21.575,0.143,0.692,0.266
21.58,0.121,0.689,0.262
21.586,0.102,0.691,0.268
21.591,0.084,0.684,0.262
21.595,0.073,0.674,0.261
21.601,0.072,0.663,0.246
21.605,0.083,0.648,0.243
21.61,0.086,0.632,0.235
21.618,0.092,0.618,0.234
21.621,0.092,0.606,0.24
21.625,0.071,0.578,0.249
21.63,0.048,0.547,0.257
21.638,0.038,0.522,0.247
21.641,0.023,0.494,0.232
21.646,0.017,0.483,0.235
21.666,0.014,0.479,0.249
21.667,0.017,0.476,0.259
21.668,0.026,0.479,0.27
21.668,0.027,0.485,0.279
21.671,0.029,0.485,0.292
21.675,0.036,0.478,0.306
21.68,0.042,0.471,0.33
21.686,0.041,0.455,0.356
21.691,0.038,0.436,0.383
21.695,0.035,0.424,0.398
21.706,0.039,0.415,0.397
21.707,0.052,0.413,0.397
21.71,0.063,0.413,0.415
21.717,0.078,0.428,0.466
21.72,0.079,0.465,0.529
21.725,0.069,0.506,0.523
21.73,0.076,0.554,0.493
21.736,0.104,0.628,0.484
21.74,0.12,0.704,0.432
21.746,0.082,0.739,0.346
21.753,0.04,0.774,0.266
21.756,0.049,0.891,0.226
21.761,0.056,1.076,0.235
21.769,0.005,1.237,0.19
21.77,-0.088,1.355,0.005
21.775,-0.192,1.465,-0.283
21.781,-0.251,1.582,-0.562
21.792,-0.253,1.684,-0.729
21.794,-0.26,1.739,-0.681
21.796,-0.174,1.836,-0.329
21.847,0.057,1.946,0.23
21.848,0.237,1.98,0.767
21.85,0.284,1.98,1.084
21.851,0.279,1.933,1.097
21.852,0.255,1.776,0.865
21.853,0.176,1.496,0.584
21.853,0.114,1.191,0.416
21.855,0.092,0.906,0.428
21.866,0.129,0.666,0.518
21.866,0.231,0.498,0.66
21.867,0.351,0.385,0.83
21.868,0.42,0.314,1.003
21.869,0.447,0.328,1.108
21.869,0.471,0.428,1.114
21.87,0.521,0.605,1.046
21.876,0.597,0.823,0.935
21.888,0.657,1.031,0.788
21.89,0.623,1.173,0.523
21.891,0.534,1.272,0.138
21.895,0.404,1.355,-0.108
21.901,0.244,1.454,-0.096
21.905,0.088,1.545,0.088
21.91,-0.035,1.627,0.18
21.923,-0.166,1.647,0.154
21.924,-0.312,1.579,0.101
21.926,-0.404,1.442,0.01
21.935,-0.426,1.239,-0.096
21.936,-0.377,1.065,-0.147
21.975,-0.302,0.968,-0.11
21.977,-0.231,0.936,-0.084
21.978,-0.194,0.93,-0.1
21.979,-0.179,0.93,-0.069
21.98,-0.112,0.958,0.064
21.981,-0.048,0.989,0.149
21.981,0.03,1.014,0.123
21.982,0.104,1.04,0.044
21.983,0.137,1.072,-0.033
21.987,0.118,1.06,-0.065
21.989,0.093,1.034,-0.075
21.994,0.111,1.038,-0.043
22,0.156,1.041,0.006
22.004,0.172,1.027,0.103
22.009,0.163,0.998,0.182
22.019,0.173,0.988,0.211
22.024,0.174,0.956,0.206
22.033,0.162,0.909,0.122
22.036,0.142,0.866,0.085
22.039,0.089,0.817,0.084
22.044,0.08,0.797,0.111
22.063,0.075,0.794,0.112
22.064,0.079,0.827,0.132
22.064,0.099,0.862,0.121
22.065,0.107,0.89,0.059
22.069,0.115,0.916,0.014
22.074,0.092,0.916,-0.032
22.08,0.065,0.918,-0.028
22.084,0.058,0.936,0.02
22.089,0.036,0.94,0.079
22.096,0.029,0.925,0.135
22.099,0.002,0.901,0.155
22.104,-0.022,0.876,0.153
22.109,-0.02,0.833,0.144
22.114,0.02,0.827,0.148
22.12,0.049,0.815,0.142
22.125,0.074,0.806,0.11
22.133,0.035,0.782,0.077
22.136,-0.005,0.765,0.072
22.14,-0.018,0.747,0.06
22.15,0.009,0.744,0.052
22.152,0.047,0.772,0.029
22.155,0.091,0.793,0.007
22.16,0.119,0.783,-0.024
22.166,0.14,0.763,-0.048
22.17,0.163,0.76,-0.019
22.175,0.192,0.762,0.041
22.184,0.197,0.758,0.085
22.185,0.198,0.756,0.081
22.189,0.223,0.783,0.069
22.204,0.215,0.788,0.038
22.205,0.193,0.759,0.011
22.206,0.187,0.734,0.032
22.209,0.192,0.758,0.061
22.26,0.208,0.797,0.058
22.261,0.203,0.819,0.058
22.261,0.178,0.844,0.074
22.262,0.195,0.849,0.054
22.263,0.212,0.856,0.015
22.264,0.214,0.87,-0.012
22.266,0.223,0.864,-0.013
22.266,0.235,0.854,-0.005
22.267,0.242,0.838,0.002
22.268,0.244,0.827,0.024
22.269,0.246,0.836,0.035
22.27,0.242,0.845,0.031
22.275,0.234,0.844,0.02
22.28,0.229,0.846,0.014
22.284,0.229,0.843,0.024
22.289,0.249,0.832,0.037
22.295,0.274,0.836,0.052
22.299,0.284,0.849,0.077
22.304,0.291,0.861,0.092
22.312,0.309,0.878,0.085
22.314,0.328,0.884,0.074
22.319,0.34,0.89,0.078
22.324,0.348,0.899,0.092
22.337,0.351,0.905,0.106
22.341,0.331,0.91,0.099
22.39,0.296,0.914,0.076
22.413,0.266,0.914,0.061
22.414,0.246,0.911,0.05
22.415,0.219,0.907,0.043
22.416,0.185,0.897,0.029
22.418,0.154,0.894,0.01
22.419,0.131,0.905,-0.013
22.42,0.083,0.928,-0.066
22.421,0.028,0.962,-0.119
22.422,-0.02,1,-0.15
22.423,-0.025,1.035,-0.2
22.423,0.018,1.06,-0.267
22.424,0.078,1.074,-0.331
22.425,0.14,1.06,-0.329
22.426,0.222,1.018,-0.26
22.426,0.333,0.962,-0.148
22.427,0.41,0.906,-0.016
22.428,0.419,0.877,0.102
22.429,0.374,0.895,0.199
22.434,0.271,0.949,0.292
22.439,0.208,1.037,0.324
22.456,0.187,1.15,0.26
22.457,0.132,1.249,0.102
22.459,0.087,1.358,-0.117
22.459,-0.005,1.462,-0.284
22.507,-0.096,1.519,-0.393
22.509,-0.08,1.583,-0.388
22.51,-0.013,1.618,-0.318
22.511,0.013,1.59,-0.17
22.511,-0.034,1.504,-0.023
22.513,-0.061,1.413,0.09
22.514,-0.05,1.306,0.044
22.514,-0.024,1.241,-0.075
22.515,0.037,1.236,-0.156
22.516,0.146,1.239,-0.236
22.517,0.23,1.239,-0.334
22.518,0.365,1.191,-0.39
22.523,0.353,1.125,-0.394
22.534,0.214,1.099,-0.394
22.539,0.174,1.071,-0.392
22.55,0.091,1.046,-0.311
22.55,0.07,1.023,-0.193
22.553,0.016,1.005,-0.075
22.564,-0.098,1.028,-0.04
22.565,-0.24,1.084,-0.031
22.568,-0.364,1.182,0.024
22.581,-0.392,1.269,0.08
22.582,-0.384,1.318,0.146
22.584,-0.393,1.336,0.226
22.588,-0.393,1.354,0.262
22.635,-0.368,1.36,0.192
22.636,-0.321,1.351,0.128
22.637,-0.255,1.332,0.11
22.638,-0.189,1.333,0.117
22.639,-0.119,1.351,0.133
22.64,-0.06,1.369,0.163
22.641,-0.005,1.388,0.139
22.642,0.07,1.394,0.086
22.643,0.178,1.433,0.093
22.644,0.269,1.434,0.071
22.645,0.317,1.39,0.071
22.649,0.319,1.316,0.139
22.653,0.298,1.217,0.214
22.664,0.296,1.131,0.223
22.665,0.296,1.064,0.18
22.668,0.247,0.983,0.151
22.676,0.202,0.908,0.157
22.678,0.21,0.876,0.178
22.683,0.215,0.861,0.163
22.688,0.203,0.835,0.117
22.693,0.178,0.774,0.066
22.698,0.171,0.725,0.076
22.703,0.225,0.749,0.103
22.714,0.281,0.773,0.143
22.715,0.294,0.764,0.161
22.719,0.254,0.707,0.144
22.768,0.235,0.639,0.129
22.769,0.213,0.598,0.158
22.77,0.157,0.56,0.225
22.771,0.107,0.538,0.273
22.772,0.097,0.559,0.291
22.773,0.084,0.575,0.295
22.774,0.075,0.591,0.28
22.775,0.079,0.619,0.287
22.775,0.086,0.641,0.296
22.776,0.091,0.653,0.298
22.776,0.098,0.658,0.301
22.783,0.1,0.654,0.292
22.783,0.098,0.641,0.266
22.787,0.092,0.62,0.241
22.793,0.085,0.595,0.23
22.797,0.076,0.574,0.226
22.802,0.065,0.554,0.237
22.808,0.059,0.547,0.263
22.813,0.047,0.536,0.292
22.817,0.018,0.507,0.304
22.828,-0.018,0.495,0.304
22.829,-0.036,0.506,0.324
22.832,-0.038,0.523,0.35
22.843,-0.038,0.553,0.361
22.843,-0.029,0.575,0.37
22.857,-0.019,0.582,0.381
22.857,-0.008,0.592,0.398
22.858,0.013,0.599,0.42
22.877,0.043,0.603,0.447
22.878,0.07,0.608,0.462
22.879,0.099,0.613,0.47
22.88,0.126,0.613,0.485
22.883,0.14,0.613,0.49
22.932,0.163,0.612,0.504
22.932,0.188,0.607,0.523
22.933,0.211,0.607,0.54
22.933,0.235,0.619,0.565
22.935,0.241,0.662,0.618
22.935,0.281,0.758,0.601
22.935,0.397,0.838,0.441
22.936,0.437,0.889,0.299
22.937,0.341,0.958,0.305
22.937,0.216,1.009,0.231
22.937,0.138,1.086,0.123
22.942,0.055,1.184,0.033
22.947,-0.02,1.315,-0.023
22.952,-0.07,1.424,-0.03
22.958,-0.137,1.472,0.015
22.962,-0.232,1.473,0.05
22.967,-0.338,1.446,0.013
22.977,-0.401,1.433,-0.078
22.978,-0.332,1.5,0.007
22.982,-0.195,1.574,0.229
22.995,-0.064,1.612,0.438
22.996,0.015,1.562,0.556
22.997,0.077,1.498,0.591
23.002,0.068,1.369,0.577
23.022,0.014,1.206,0.614
23.023,-0.039,1.063,0.593
23.023,-0.051,0.979,0.39
23.024,0.002,0.955,0.091
23.026,0.049,0.965,-0.157
23.031,0.09,1.027,-0.208
23.037,0.139,1.152,-0.129
23.046,0.248,1.296,-0.066
23.051,0.14,1.438,0.022
23.056,0.163,1.57,0.068
23.061,0.18,1.612,0.162
23.067,0.174,1.57,0.207
23.072,0.186,1.472,0.223
23.077,0.176,1.381,0.28
23.082,0.141,1.294,0.278
23.092,0.129,1.19,0.288
23.093,0.107,1.102,0.255
23.097,0.105,1.009,0.273
23.102,0.12,0.908,0.299
23.107,0.118,0.828,0.245
23.112,0.146,0.763,0.175
23.117,0.166,0.693,0.104
23.129,0.198,0.641,0.065
23.13,0.234,0.621,0.09
23.132,0.245,0.609,0.146
23.186,0.269,0.611,0.17
23.187,0.28,0.627,0.15
23.188,0.283,0.664,0.122
23.188,0.306,0.716,0.093
23.189,0.312,0.763,0.053
23.19,0.307,0.803,0.001
23.191,0.316,0.85,-0.044
23.191,0.316,0.898,-0.069
23.192,0.286,0.934,-0.06
23.193,0.259,0.978,-0.036
23.194,0.217,1.025,-0.014
23.195,0.156,1.057,0.017
23.196,0.12,1.086,0.036
23.204,0.09,1.088,0.072
23.206,0.057,1.084,0.052
23.211,0.006,1.063,0.007
23.216,-0.068,1.011,-0.01
23.226,-0.137,0.952,0
23.227,-0.178,0.909,0.014
23.231,-0.198,0.878,0.029
23.239,-0.196,0.852,0.047
23.242,-0.171,0.832,0.052
23.246,-0.13,0.819,0.062
23.256,-0.074,0.815,0.073
23.257,-0.031,0.819,0.088
23.261,-0.009,0.82,0.096
23.266,-0.008,0.815,0.085
23.278,-0.008,0.809,0.073
23.279,0.008,0.81,0.065
23.282,0.039,0.821,0.053
23.33,0.07,0.833,0.058
23.331,0.097,0.83,0.081
23.332,0.129,0.815,0.098
23.333,0.16,0.81,0.106
23.334,0.178,0.815,0.115
23.334,0.195,0.827,0.138
23.336,0.195,0.824,0.137
23.336,0.192,0.808,0.103
23.337,0.212,0.799,0.084
23.338,0.252,0.809,0.084
23.338,0.293,0.822,0.083
23.346,0.302,0.825,0.067
23.347,0.286,0.825,0.052
23.355,0.273,0.819,0.04
23.358,0.26,0.801,0.025
23.361,0.245,0.783,0.014
23.365,0.243,0.782,0.024
23.371,0.258,0.795,0.038
23.375,0.272,0.819,0.045
23.381,0.282,0.845,0.036
23.387,0.285,0.872,0.011
23.391,0.292,0.89,-0.012
23.395,0.287,0.9,-0.044
23.435,0.281,0.906,-0.062
23.436,0.267,0.92,-0.057
23.436,0.273,0.948,-0.034
23.437,0.261,0.955,-0.038
23.437,0.232,0.941,-0.042
23.438,0.233,0.939,-0.093
23.438,0.212,0.948,-0.106
23.438,0.18,0.944,-0.093
23.44,0.17,0.937,-0.083
23.445,0.164,0.936,-0.076
23.452,0.162,0.934,-0.077
23.455,0.159,0.936,-0.08
23.46,0.164,0.936,-0.066
23.468,0.162,0.941,-0.041
23.471,0.162,0.954,-0.023
23.475,0.165,0.954,-0.01
23.48,0.176,0.958,-0.003
23.486,0.174,0.975,-0.01
23.49,0.148,0.984,-0.039
23.495,0.123,0.986,-0.072
23.501,0.108,0.994,-0.08
23.505,0.09,1.008,-0.104
23.51,0.08,1.032,-0.097
23.517,0.066,1.047,-0.119
23.52,0.04,1.066,-0.143
23.525,0.009,1.08,-0.164
23.53,-0.025,1.095,-0.167
23.535,-0.057,1.108,-0.192
23.54,-0.084,1.108,-0.258
23.546,-0.069,1.095,-0.335
23.557,-0.002,1.077,-0.381
23.56,0.087,1.045,-0.385
23.578,0.199,1.007,-0.323
23.579,0.313,0.979,-0.2
23.58,0.388,0.978,-0.091
23.581,0.423,0.988,-0.039
23.586,0.445,1.012,-0.012
23.59,0.41,1.044,0.021
23.595,0.349,1.11,0.044
23.6,0.262,1.176,0.038
23.605,0.169,1.226,0.004
23.61,0.132,1.273,-0.065
23.617,0.115,1.295,-0.141
23.62,0.142,1.316,-0.196
23.625,0.197,1.349,-0.222
23.63,0.182,1.336,-0.197
23.635,0.175,1.333,-0.16
23.64,0.13,1.313,-0.109
23.645,0.047,1.253,-0.074
23.65,-0.042,1.179,-0.041
23.655,-0.104,1.107,-0.024
23.66,-0.101,1.067,-0.057
23.672,-0.042,1.04,-0.112
23.673,0.008,1.01,-0.13
23.675,0.051,0.98,-0.127
23.728,0.073,0.945,-0.167
23.729,0.063,0.894,-0.188
23.731,0.045,0.828,-0.18
23.731,0.009,0.764,-0.189
23.732,-0.028,0.734,-0.213
23.733,-0.076,0.76,-0.206
23.734,-0.133,0.823,-0.098
23.735,-0.192,0.907,0.014
23.736,-0.212,1.009,0.033
23.736,-0.206,1.121,-0.001
23.737,-0.207,1.223,-0.001
23.738,-0.196,1.307,0.031
23.743,-0.175,1.39,0.077
23.746,-0.15,1.469,0.122
23.756,-0.136,1.532,0.142
23.757,-0.147,1.539,0.168
23.76,-0.167,1.495,0.176
23.769,-0.173,1.449,0.099
23.77,-0.148,1.421,0.034
23.775,-0.102,1.422,0.026
23.785,-0.047,1.432,0.043
23.786,-0.01,1.422,0.054
23.79,0.009,1.383,0.071
23.795,0.042,1.344,0.102
23.8,0.074,1.303,0.129
23.805,0.095,1.234,0.142
23.81,0.138,1.191,0.15
23.823,0.184,1.17,0.174
23.824,0.205,1.131,0.19
23.828,0.2,1.073,0.172
23.83,0.154,0.976,0.147
23.873,0.101,0.87,0.108
23.875,0.087,0.826,0.097
23.877,0.097,0.822,0.114
23.877,0.098,0.821,0.143
23.9,0.125,0.837,0.166
23.901,0.144,0.852,0.196
23.901,0.124,0.846,0.216
23.902,0.123,0.846,0.212
23.903,0.135,0.843,0.178
23.904,0.162,0.829,0.122
23.905,0.193,0.824,0.091
23.905,0.196,0.802,0.084
23.906,0.18,0.778,0.093
23.906,0.169,0.758,0.108
23.907,0.133,0.728,0.112
23.911,0.088,0.689,0.127
23.915,0.056,0.651,0.143
23.919,0.031,0.629,0.148
23.924,0.012,0.608,0.171
23.932,-0.013,0.585,0.187
23.934,-0.013,0.561,0.194
23.939,-0.02,0.546,0.194
23.948,-0.037,0.546,0.199
23.949,-0.042,0.561,0.215
23.954,-0.036,0.566,0.227
23.959,-0.034,0.569,0.22
23.966,-0.023,0.575,0.216
23.969,-0.026,0.577,0.214
23.974,-0.043,0.585,0.223
24.014,-0.052,0.601,0.244
24.015,-0.06,0.623,0.254
24.016,-0.057,0.639,0.245
24.017,-0.043,0.656,0.247
24.017,-0.019,0.668,0.256
24.018,0.005,0.671,0.259
24.019,0.02,0.655,0.27
24.019,0.032,0.629,0.268
24.02,0.051,0.594,0.281
24.024,0.08,0.561,0.303
24.029,0.107,0.537,0.315
24.034,0.098,0.507,0.328
24.039,0.117,0.504,0.34
24.045,0.124,0.496,0.357
24.049,0.147,0.503,0.367
24.053,0.175,0.521,0.396
24.059,0.177,0.545,0.436
24.069,0.141,0.571,0.453
24.074,0.116,0.584,0.397
24.087,0.108,0.604,0.359
24.088,0.12,0.658,0.377
24.089,0.172,0.783,0.412
24.134,0.207,0.934,0.432
24.135,0.189,1.043,0.441
24.136,0.185,1.14,0.47
24.137,0.2,1.215,0.423
24.137,0.169,1.262,0.286
24.139,0.067,1.284,0.02
24.139,-0.083,1.303,-0.341
24.142,-0.209,1.356,-0.662
24.143,-0.209,1.506,-0.846
24.144,-0.196,1.632,-0.877
24.145,-0.108,1.752,-0.617
24.15,0.034,1.857,-0.169
24.154,0.174,1.922,0.394
24.159,0.245,1.895,0.854
24.164,0.26,1.769,1.115
24.169,0.227,1.576,1.171
24.174,0.206,1.351,1.027
24.184,0.179,1.068,0.854
24.185,0.175,0.808,0.768
24.189,0.225,0.612,0.769
24.196,0.338,0.488,0.809
24.199,0.492,0.392,0.85
24.204,0.593,0.326,0.88
24.209,0.559,0.311,0.879
24.214,0.452,0.396,0.83
24.219,0.404,0.589,0.684
24.224,0.383,0.851,0.437
24.234,0.31,1.141,0.25
24.235,0.205,1.417,0.068
24.241,0.121,1.658,-0.118
24.294,0.088,1.864,-0.246
24.296,0.062,1.98,-0.188
24.297,-0.021,1.98,0.078
24.299,-0.156,1.98,0.344
24.3,-0.304,1.935,0.38
24.301,-0.379,1.725,0.193
24.303,-0.39,1.39,-0.063
24.304,-0.408,1.113,-0.216
24.306,-0.393,0.941,-0.224
24.307,-0.364,0.836,-0.161
24.308,-0.392,0.737,-0.103
24.309,-0.41,0.67,-0.084
24.31,-0.386,0.644,-0.065
24.31,-0.358,0.639,-0.003
24.316,-0.279,0.678,0.081
24.319,-0.162,0.759,0.152
24.324,-0.054,0.853,0.182
24.329,0.028,0.939,0.14
24.333,0.085,1.018,0.07
24.339,0.126,1.086,0.001
24.345,0.155,1.134,-0.036
24.348,0.166,1.146,-0.031
24.353,0.169,1.13,-0.006
24.375,0.176,1.091,0.019
24.376,0.178,1.037,0.028
24.377,0.183,0.992,0.038
24.378,0.18,0.955,0.063
24.38,0.152,0.903,0.096
24.399,0.099,0.849,0.099
24.4,0.056,0.795,0.073
24.401,0.052,0.771,0.051
24.401,0.069,0.78,0.025
24.403,0.082,0.791,-0.012
24.462,0.081,0.797,-0.053
24.463,0.057,0.804,-0.076
24.464,0.031,0.811,-0.064
24.465,0.022,0.839,-0.024
24.465,0.021,0.865,0.015
24.466,0.014,0.891,0.024
24.467,0.02,0.905,0.015
24.468,0.044,0.893,-0.013
24.469,0.093,0.879,-0.031
24.47,0.094,0.869,-0.012
24.471,0.051,0.856,0.045
24.472,0.057,0.818,0.018
24.472,0.004,0.791,-0.022
24.478,-0.048,0.797,-0.027
24.479,-0.061,0.785,-0.064
24.483,-0.071,0.787,-0.067
24.488,-0.056,0.81,-0.071
24.498,-0.021,0.802,-0.082
24.499,-0.012,0.778,-0.09
24.503,0.007,0.763,-0.086
24.514,0.046,0.771,-0.086
24.515,0.063,0.763,-0.077
24.519,0.077,0.755,-0.039
24.585,0.075,0.785,-0.002
24.588,0.088,0.815,-0.006
24.59,0.112,0.868,-0.01
24.592,0.128,0.866,-0.027
24.594,0.165,0.869,-0.043
24.595,0.154,0.91,0.007
24.598,0.184,0.942,0.027
24.599,0.153,0.968,-0.004
24.601,0.15,0.957,-0.049
24.603,0.19,0.928,-0.066
24.605,0.245,0.906,-0.031
24.607,0.292,0.905,-0.006
24.609,0.312,0.898,0.025
24.61,0.316,0.895,0.015
24.612,0.315,0.896,0.017
24.614,0.332,0.909,0.017
24.615,0.361,0.919,0.035
24.618,0.377,0.937,0.049
24.618,0.371,0.946,0.062
24.625,0.37,0.936,0.074
24.627,0.385,0.92,0.093
24.632,0.394,0.909,0.087
24.637,0.394,0.89,0.09
24.651,0.39,0.869,0.09
24.651,0.402,0.872,0.109
24.653,0.388,0.859,0.127
24.657,0.372,0.844,0.141
24.662,0.376,0.837,0.127
24.667,0.371,0.841,0.107
24.674,0.353,0.846,0.091
24.677,0.342,0.851,0.093
24.682,0.309,0.853,0.075
24.687,0.281,0.848,0.05
24.692,0.26,0.849,0.031
24.697,0.242,0.847,0.021
24.702,0.219,0.848,0.025
24.707,0.188,0.858,-0.008
24.712,0.16,0.899,-0.054
24.717,0.102,0.952,-0.079
24.723,0.028,1.008,-0.106
24.727,-0.025,1.075,-0.084
24.732,-0.079,1.126,-0.094
24.737,-0.104,1.161,-0.166
