time,x,y,z
9.814,0.196,0.967,-0.055
9.815,0.208,0.97,-0.044
9.821,0.226,0.977,-0.029
9.859,0.248,0.987,-0.014
9.86,0.247,0.981,-0.003
9.86,0.235,0.971,-0.006
9.861,0.203,0.962,-0.01
9.862,0.18,0.953,-0.026
9.862,0.164,0.942,-0.049
9.863,0.155,0.934,-0.076
9.864,0.161,0.943,-0.085
9.865,0.15,0.954,-0.087
9.87,0.155,0.974,-0.087
9.875,0.172,1.011,-0.091
9.879,0.155,1.05,-0.113
9.884,0.141,1.085,-0.115
9.891,0.112,1.115,-0.174
9.894,0.102,1.131,-0.216
9.904,0.11,1.125,-0.269
9.909,0.146,1.105,-0.327
9.914,0.189,1.067,-0.313
9.92,0.291,1.013,-0.215
9.932,0.418,0.98,-0.074
9.934,0.445,0.941,0.016
9.936,0.42,0.928,0.098
9.984,0.35,0.956,0.181
9.984,0.26,1.022,0.271
9.985,0.165,1.133,0.288
9.985,0.137,1.237,0.189
9.986,0.065,1.32,0.008
9.987,-0.015,1.367,-0.187
9.987,-0.046,1.401,-0.295
9.987,-0.047,1.435,-0.339
9.988,0.01,1.445,-0.312
9.988,0.033,1.43,-0.219
9.995,-0.027,1.355,-0.127
9.996,-0.086,1.294,-0.051
9.999,-0.119,1.275,-0.058
10.009,-0.125,1.249,-0.091
10.01,-0.114,1.259,-0.113
10.014,-0.069,1.28,-0.143
10.019,-0.011,1.297,-0.189
10.024,0.038,1.3,-0.274
10.029,0.1,1.273,-0.366
10.034,0.123,1.199,-0.41
10.039,0.073,1.133,-0.387
10.044,0.026,1.08,-0.335
10.049,0.003,1.025,-0.274
10.056,-0.045,0.985,-0.205
10.059,-0.091,0.992,-0.166
10.064,-0.148,1.031,-0.162
10.069,-0.236,1.103,-0.127
10.081,-0.319,1.177,-0.032
10.082,-0.382,1.227,0.038
10.084,-0.421,1.256,0.088
10.122,-0.434,1.301,0.136
10.124,-0.413,1.35,0.156
10.125,-0.387,1.361,0.15
10.126,-0.381,1.338,0.124
10.127,-0.369,1.315,0.073
10.127,-0.327,1.296,0.038
10.129,-0.271,1.268,0.012
10.129,-0.201,1.254,0.02
10.13,-0.111,1.27,0.065
10.134,-0.003,1.296,0.123
10.14,0.106,1.31,0.176
10.144,0.195,1.311,0.186
10.149,0.248,1.288,0.143
10.159,0.284,1.245,0.1
10.16,0.3,1.189,0.085
10.164,0.298,1.127,0.093
10.174,0.302,1.079,0.108
10.175,0.296,1.037,0.108
10.179,0.266,0.984,0.113
10.184,0.222,0.933,0.135
10.19,0.184,0.896,0.177
10.194,0.154,0.873,0.225
10.2,0.116,0.854,0.279
10.209,0.086,0.833,0.29
10.21,0.068,0.817,0.26
10.214,0.057,0.817,0.252
10.229,0.039,0.808,0.235
10.23,0.041,0.792,0.184
10.231,0.071,0.788,0.152
10.281,0.104,0.784,0.147
10.282,0.129,0.767,0.139
10.283,0.125,0.733,0.131
10.284,0.11,0.704,0.129
10.285,0.094,0.677,0.141
10.294,0.073,0.657,0.161
10.295,0.049,0.645,0.174
10.296,0.022,0.631,0.199
10.297,0.001,0.62,0.23
10.297,-0.009,0.601,0.249
10.298,-0.006,0.583,0.26
10.299,0,0.572,0.252
10.3,-0.002,0.56,0.231
10.301,0.004,0.553,0.218
10.305,0.003,0.547,0.211
10.309,-0.009,0.539,0.216
10.314,-0.019,0.525,0.222
10.321,-0.035,0.52,0.23
10.324,-0.027,0.526,0.234
10.329,-0.018,0.521,0.238
10.334,-0.013,0.524,0.241
10.339,-0.009,0.521,0.246
10.344,-0.02,0.513,0.253
10.349,-0.025,0.508,0.263
10.36,-0.025,0.503,0.273
10.361,-0.028,0.493,0.308
10.365,-0.032,0.484,0.334
10.41,0.002,0.472,0.367
10.411,0.007,0.449,0.368
10.411,0.015,0.444,0.382
10.412,0.021,0.434,0.407
10.414,0.035,0.429,0.409
10.415,0.066,0.437,0.419
10.416,0.09,0.445,0.426
10.417,0.102,0.467,0.451
10.418,0.117,0.473,0.46
10.419,0.15,0.493,0.477
10.42,0.178,0.515,0.478
10.424,0.204,0.552,0.488
10.428,0.242,0.621,0.524
10.435,0.235,0.687,0.543
10.438,0.19,0.751,0.525
10.443,0.147,0.81,0.502
10.454,0.132,0.87,0.514
10.458,0.139,0.953,0.543
10.463,0.169,1.059,0.144
10.469,0.107,1.168,-0.227
10.473,-0.134,1.276,-0.387
10.478,-0.301,1.4,-0.555
10.489,-0.277,1.553,-0.789
10.49,-0.174,1.744,-0.851
10.493,-0.199,1.856,-0.651
10.498,-0.165,1.971,-0.2
10.544,0.027,1.98,0.346
10.545,0.155,1.98,0.802
10.546,0.159,1.98,1.057
10.547,0.123,1.96,1.01
10.549,0.116,1.8,0.776
10.55,0.099,1.6,0.53
10.55,0.039,1.33,0.479
10.551,0.012,1.061,0.673
10.552,0.021,0.863,0.926
10.553,0.093,0.765,1.056
10.554,0.214,0.72,0.897
10.559,0.249,0.734,0.693
10.565,0.243,0.847,0.495
10.57,0.277,1.083,0.262
10.573,0.33,1.392,-0.017
10.578,0.389,1.665,-0.337
10.586,0.449,1.835,-0.614
10.588,0.438,1.87,-0.502
10.593,0.322,1.808,0.049
10.598,0.163,1.618,0.61
10.603,-0.003,1.3,0.82
10.608,-0.116,0.959,0.634
10.613,-0.087,0.742,0.334
10.626,-0.126,0.606,0.142
10.627,-0.217,0.492,-0.038
10.628,-0.318,0.408,-0.23
10.678,-0.397,0.359,-0.292
10.679,-0.425,0.342,-0.165
10.68,-0.345,0.393,0.063
10.681,-0.234,0.492,0.289
10.683,-0.153,0.574,0.375
10.684,-0.105,0.646,0.278
10.685,-0.024,0.78,0.106
10.686,0.096,0.98,-0.012
10.686,0.211,1.201,-0.02
10.688,0.277,1.376,0.004
10.688,0.3,1.466,-0.016
10.689,0.317,1.497,-0.069
10.694,0.333,1.487,-0.095
10.704,0.333,1.439,-0.105
10.705,0.299,1.369,-0.125
10.708,0.247,1.296,-0.103
10.713,0.185,1.222,-0.024
10.719,0.104,1.135,0.072
10.723,0.016,1.021,0.156
10.728,-0.085,0.882,0.183
10.734,-0.146,0.775,0.172
10.738,-0.12,0.729,0.144
10.743,-0.081,0.712,0.113
10.759,-0.05,0.716,0.093
10.76,-0.025,0.751,0.082
10.76,-0.019,0.798,0.081
10.793,-0.011,0.844,0.08
10.793,0.006,0.883,0.079
10.794,0.017,0.911,0.077
10.795,0.029,0.925,0.067
10.796,0.055,0.93,0.05
10.796,0.072,0.919,0.032
10.797,0.042,0.884,-0.005
10.806,0.054,0.854,0
10.807,0.118,0.848,0.065
10.808,0.142,0.842,0.087
10.823,0.122,0.829,0.066
10.824,0.104,0.816,0.011
10.824,0.088,0.806,-0.041
10.828,0.076,0.802,-0.067
10.833,0.063,0.799,-0.07
10.837,0.054,0.782,-0.062
10.842,0.07,0.782,-0.047
10.853,0.094,0.793,-0.032
10.854,0.116,0.798,-0.041
10.857,0.134,0.792,-0.033
10.862,0.133,0.782,-0.018
10.867,0.109,0.765,-0.017
10.872,0.107,0.78,0.002
10.877,0.11,0.786,0.024
10.882,0.116,0.775,0.005
10.887,0.15,0.785,-0.036
10.892,0.186,0.852,-0.05
10.9,0.181,0.903,-0.085
10.902,0.211,0.922,-0.102
10.907,0.258,0.902,-0.061
10.912,0.271,0.87,0.009
10.944,0.274,0.856,0.056
10.945,0.265,0.86,0.072
10.946,0.272,0.856,0.067
10.947,0.301,0.846,0.046
10.947,0.337,0.847,0.034
10.948,0.359,0.864,0.054
10.948,0.357,0.87,0.078
10.952,0.358,0.879,0.077
10.957,0.36,0.875,0.075
10.964,0.387,0.874,0.08
10.967,0.397,0.87,0.087
10.972,0.394,0.864,0.1
10.977,0.399,0.861,0.111
10.982,0.397,0.868,0.123
10.987,0.374,0.861,0.139
11.001,0.368,0.855,0.127
11.002,0.359,0.862,0.119
11.007,0.348,0.862,0.129
11.028,0.362,0.872,0.114
11.029,0.347,0.875,0.09
11.03,0.341,0.882,0.031
11.031,0.328,0.876,-0.006
11.032,0.318,0.861,0.014
11.037,0.308,0.852,0.03
11.042,0.291,0.857,0.026
11.047,0.243,0.878,0.043
11.052,0.14,0.919,0.057
11.057,0.074,0.957,0.045
11.063,0.023,0.996,0.054
11.067,-0.037,1.034,0.033
11.072,-0.11,1.074,-0.076
11.077,-0.14,1.125,-0.213
11.082,-0.087,1.179,-0.318
11.087,0.034,1.201,-0.346
11.092,0.213,1.197,-0.276
11.097,0.311,1.154,-0.113
11.102,0.28,1.088,0.031
11.107,0.24,1.035,0.123
11.114,0.19,1.027,0.152
11.117,0.121,1.041,0.113
11.122,0.082,1.088,0.076
11.139,0.052,1.153,0.036
11.14,0.017,1.22,0.009
11.142,-0.014,1.279,-0.046
11.144,-0.051,1.325,-0.144
11.184,-0.067,1.366,-0.253
11.184,-0.01,1.38,-0.354
11.185,0.046,1.373,-0.4
11.187,0.016,1.323,-0.356
11.187,-0.102,1.26,-0.221
11.188,-0.217,1.213,-0.127
11.188,-0.262,1.182,-0.11
11.189,-0.269,1.165,-0.078
11.19,-0.238,1.136,-0.075
11.191,-0.169,1.08,-0.154
11.197,-0.071,1.024,-0.245
11.201,-0.007,0.969,-0.277
11.206,0.014,0.934,-0.268
11.212,0.06,0.896,-0.216
11.216,0.071,0.898,-0.123
11.221,0.064,0.961,-0.092
11.229,0.079,1.057,-0.161
11.231,0.076,1.163,-0.273
11.236,0.079,1.263,-0.329
11.241,0.105,1.352,-0.282
11.246,0.115,1.415,-0.128
11.251,0.048,1.451,0.07
11.256,-0.059,1.48,0.197
11.267,-0.158,1.502,0.217
11.276,-0.222,1.513,0.174
11.277,-0.26,1.505,0.11
11.277,-0.279,1.471,0.072
11.283,-0.268,1.437,0.088
11.317,-0.233,1.407,0.115
11.317,-0.172,1.385,0.126
11.318,-0.08,1.375,0.131
11.319,0.035,1.366,0.132
11.319,0.155,1.366,0.137
11.319,0.255,1.359,0.137
11.32,0.33,1.321,0.15
11.321,0.403,1.298,0.157
11.327,0.395,1.229,0.161
11.331,0.312,1.087,0.152
11.336,0.269,0.965,0.145
11.341,0.286,0.912,0.178
11.346,0.317,0.906,0.216
11.351,0.334,0.926,0.234
11.356,0.303,0.932,0.221
11.361,0.278,0.928,0.194
11.366,0.268,0.937,0.177
11.371,0.236,0.92,0.179
11.376,0.219,0.89,0.18
11.381,0.222,0.861,0.189
11.386,0.214,0.831,0.204
11.396,0.194,0.814,0.195
11.396,0.167,0.772,0.166
11.401,0.098,0.726,0.156
11.406,0.048,0.692,0.158
11.416,0.007,0.669,0.162
11.417,-0.006,0.637,0.146
11.421,-0.004,0.597,0.131
11.44,0.005,0.56,0.133
11.441,0.028,0.539,0.141
11.441,0.015,0.523,0.166
11.441,-0.005,0.509,0.189
11.446,-0.005,0.506,0.215
11.451,0.005,0.505,0.223
11.456,0.008,0.493,0.225
11.461,0.014,0.474,0.226
11.466,0.019,0.474,0.206
11.471,0.019,0.471,0.213
11.478,0.01,0.474,0.222
11.481,0.007,0.477,0.228
11.486,0.012,0.483,0.23
11.493,0.021,0.491,0.24
11.496,0.021,0.488,0.232
11.501,0.028,0.492,0.245
11.506,0.029,0.497,0.266
11.511,0.033,0.497,0.302
11.516,0.004,0.486,0.318
11.521,0.002,0.481,0.331
11.534,0.007,0.491,0.369
11.536,0.001,0.501,0.372
11.584,-0.003,0.509,0.394
11.584,0.002,0.52,0.4
11.585,0.015,0.522,0.411
11.585,0.037,0.528,0.424
11.586,0.053,0.533,0.445
11.586,0.07,0.543,0.462
11.586,0.095,0.547,0.484
11.587,0.111,0.555,0.519
11.587,0.145,0.575,0.541
11.588,0.174,0.59,0.552
11.591,0.177,0.584,0.543
11.595,0.172,0.568,0.541
11.6,0.171,0.568,0.56
11.605,0.19,0.627,0.577
11.61,0.24,0.758,0.501
11.615,0.258,0.86,0.25
11.62,0.239,0.965,0.121
11.625,0.115,1.09,0.124
11.63,-0.13,1.193,0.07
11.635,-0.358,1.274,-0.242
11.643,-0.41,1.416,-0.646
11.646,-0.337,1.576,-1.027
11.65,-0.349,1.712,-1.009
11.655,-0.407,1.801,-0.6
11.675,-0.276,1.911,0.043
11.676,0.035,1.98,0.733
11.676,0.256,1.98,1.315
11.677,0.351,1.98,1.48
11.68,0.398,1.968,1.038
11.687,0.381,1.842,0.491
11.696,0.295,1.472,0.129
11.696,0.163,1.073,0.095
11.7,0.163,0.825,0.335
11.707,0.27,0.654,0.637
11.71,0.446,0.504,0.886
11.715,0.619,0.388,1.044
11.721,0.706,0.347,1.111
11.726,0.749,0.425,1.12
11.731,0.755,0.618,1.073
11.736,0.702,0.901,0.913
11.742,0.601,1.216,0.548
11.746,0.5,1.503,0.013
11.75,0.432,1.745,-0.479
11.759,0.391,1.917,-0.664
11.761,0.293,1.97,-0.369
11.766,0.113,1.876,0.152
11.797,-0.085,1.641,0.463
11.798,-0.234,1.336,0.425
11.799,-0.277,1.071,0.204
11.8,-0.287,0.881,0.029
11.801,-0.352,0.745,-0.045
11.802,-0.437,0.656,-0.098
11.803,-0.486,0.6,-0.109
11.814,-0.473,0.576,-0.05
11.815,-0.447,0.572,0.06
11.817,-0.41,0.576,0.143
11.82,-0.304,0.603,0.125
11.856,-0.189,0.641,0.032
11.858,-0.128,0.683,-0.064
11.86,-0.073,0.74,-0.079
11.86,0.013,0.815,-0.017
11.861,0.143,0.919,0.07
11.862,0.274,1.029,0.098
11.863,0.35,1.11,0.073
11.864,0.377,1.174,0.037
11.865,0.382,1.227,-0.005
11.87,0.368,1.259,-0.02
11.876,0.341,1.267,0.011
11.88,0.301,1.239,0.037
11.885,0.257,1.189,0.037
11.891,0.188,1.132,0.054
11.895,0.114,1.076,0.076
11.9,0.035,1.022,0.091
11.915,-0.043,0.952,0.078
11.918,-0.103,0.891,0.067
11.92,-0.13,0.858,0.068
11.921,-0.142,0.849,0.057
11.969,-0.13,0.858,0.033
11.97,-0.101,0.893,0.023
11.971,-0.091,0.918,0.03
11.972,-0.068,0.952,0.044
11.972,-0.057,0.986,0.069
11.973,-0.02,1.011,0.086
11.974,0.017,1.019,0.083
11.975,0.032,1.011,0.063
11.976,0.062,0.992,0.07
11.977,0.084,0.954,0.069
11.978,0.092,0.921,0.086
11.98,0.093,0.898,0.082
11.985,0.102,0.868,0.07
11.99,0.157,0.843,0.076
11.995,0.174,0.83,0.094
12.002,0.154,0.807,0.081
12.008,0.146,0.807,0.084
12.01,0.16,0.827,0.075
12.015,0.187,0.831,0.053
12.025,0.211,0.809,0.03
12.027,0.226,0.799,0.021
12.03,0.265,0.794,0.039
12.035,0.291,0.787,0.06
12.047,0.295,0.768,0.086
12.048,0.287,0.766,0.081
12.05,0.266,0.789,0.08
12.105,0.254,0.831,0.116
12.106,0.246,0.866,0.132
12.106,0.255,0.859,0.115
12.107,0.245,0.83,0.075
12.108,0.23,0.801,0.059
12.111,0.252,0.805,0.065
12.111,0.267,0.83,0.061
12.112,0.199,0.808,0.025
12.113,0.215,0.792,0.011
12.114,0.229,0.782,0.045
12.115,0.22,0.789,0.082
12.116,0.22,0.782,0.073
12.122,0.21,0.771,0.054
12.125,0.21,0.764,0.04
12.129,0.224,0.765,0.018
12.139,0.236,0.772,0.005
12.14,0.236,0.769,-0.004
12.144,0.224,0.767,-0.022
12.15,0.225,0.786,-0.021
12.159,0.213,0.797,-0.018
12.159,0.215,0.817,-0.016
12.166,0.234,0.837,-0.008
12.178,0.255,0.86,0.006
12.179,0.268,0.864,0.022
12.181,0.273,0.86,0.026
12.233,0.274,0.862,0.044
12.234,0.275,0.869,0.058
12.235,0.264,0.882,0.039
12.236,0.25,0.9,0.004
12.237,0.229,0.92,-0.033
12.237,0.205,0.936,-0.057
12.238,0.193,0.949,-0.081
12.239,0.179,0.957,-0.084
12.24,0.154,0.97,-0.08
12.241,0.109,0.987,-0.063
12.242,0.037,0.988,-0.062
12.242,-0.067,0.993,-0.072
12.244,-0.148,1.011,-0.059
12.25,-0.212,1.031,-0.086
12.254,-0.235,1.058,-0.174
12.259,-0.194,1.085,-0.276
12.264,-0.111,1.098,-0.344
12.276,0.02,1.091,-0.323
12.315,0.194,1.061,-0.23
12.316,0.339,1.013,-0.103
12.317,0.382,0.961,0.01
12.317,0.373,0.945,0.099
12.319,0.332,0.966,0.156
12.32,0.281,1.011,0.179
12.321,0.235,1.079,0.18
12.321,0.187,1.151,0.143
12.324,0.133,1.216,0.06
12.324,0.056,1.285,-0.024
12.325,-0.017,1.354,-0.098
12.329,-0.039,1.402,-0.169
12.336,0.02,1.435,-0.211
12.339,0.118,1.446,-0.213
12.344,0.202,1.432,-0.192
12.354,0.212,1.405,-0.13
12.354,0.119,1.371,-0.052
12.36,0.033,1.336,-0.032
12.364,-0.013,1.29,-0.066
12.369,-0.032,1.225,-0.132
12.374,0.016,1.179,-0.18
12.378,0.105,1.172,-0.2
12.384,0.215,1.18,-0.237
12.388,0.285,1.172,-0.281
12.393,0.29,1.144,-0.318
12.403,0.27,1.1,-0.347
12.403,0.235,1.041,-0.378
12.408,0.184,0.969,-0.359
12.413,0.101,0.907,-0.282
12.418,0.014,0.865,-0.202
12.423,-0.046,0.84,-0.125
12.428,-0.103,0.829,-0.038
12.436,-0.196,0.846,0.022
12.439,-0.27,0.893,0.02
12.443,-0.315,0.973,0.017
12.46,-0.323,1.068,0.049
12.46,-0.292,1.156,0.1
12.461,-0.251,1.21,0.138
12.463,-0.212,1.24,0.175
12.469,-0.187,1.26,0.18
12.473,-0.167,1.255,0.151
12.478,-0.145,1.237,0.125
12.484,-0.123,1.235,0.121
12.488,-0.065,1.259,0.121
12.493,0.057,1.298,0.141
12.499,0.195,1.351,0.183
12.503,0.303,1.406,0.246
12.508,0.337,1.388,0.255
12.513,0.383,1.372,0.249
12.519,0.473,1.388,0.264
12.523,0.488,1.371,0.272
12.529,0.455,1.306,0.258
12.533,0.388,1.215,0.222
12.538,0.283,1.097,0.172
12.543,0.245,1.044,0.166
12.552,0.224,1.006,0.227
12.555,0.198,0.952,0.238
12.558,0.177,0.904,0.232
12.563,0.164,0.871,0.253
12.613,0.161,0.855,0.26
12.614,0.134,0.812,0.254
12.615,0.153,0.812,0.258
12.615,0.156,0.816,0.244
12.616,0.161,0.821,0.257
12.617,0.18,0.825,0.279
12.62,0.178,0.837,0.281
12.621,0.153,0.799,0.263
12.621,0.151,0.791,0.268
12.622,0.204,0.829,0.269
12.623,0.235,0.849,0.214
12.628,0.147,0.776,0.169
12.633,0.121,0.739,0.185
12.638,0.101,0.71,0.196
12.643,0.098,0.68,0.2
12.648,0.084,0.638,0.197
12.653,0.074,0.604,0.18
12.658,0.053,0.585,0.181
12.664,0.044,0.574,0.181
12.668,0.034,0.568,0.19
12.673,0.03,0.572,0.194
12.678,0.02,0.579,0.18
12.683,0.012,0.588,0.18
12.688,0.004,0.591,0.177
12.693,-0.003,0.594,0.189
12.7,-0.012,0.607,0.195
12.704,-0.023,0.616,0.193
12.708,-0.028,0.629,0.191
12.728,-0.026,0.637,0.191
12.728,-0.009,0.647,0.204
12.729,0.006,0.651,0.214
12.729,0.02,0.652,0.225
12.735,0.029,0.645,0.245
12.738,0.04,0.632,0.252
12.743,0.051,0.614,0.271
12.748,0.057,0.591,0.283
12.753,0.064,0.572,0.295
12.758,0.064,0.558,0.31
12.764,0.067,0.555,0.324
12.768,0.071,0.561,0.337
12.773,0.079,0.573,0.347
12.789,0.092,0.586,0.357
12.789,0.1,0.596,0.37
12.79,0.115,0.613,0.384
12.798,0.139,0.63,0.415
12.799,0.161,0.643,0.451
12.803,0.196,0.656,0.485
12.807,0.235,0.667,0.518
12.817,0.262,0.679,0.514
12.818,0.278,0.716,0.45
12.822,0.284,0.771,0.338
12.828,0.272,0.835,0.207
12.834,0.215,0.886,0.057
12.837,0.095,0.922,-0.008
12.843,-0.023,1.005,0.046
12.85,-0.057,1.18,0.118
12.854,-0.121,1.358,0.057
12.857,-0.325,1.407,-0.265
12.883,-0.494,1.401,-0.715
12.884,-0.515,1.455,-1.046
12.884,-0.505,1.545,-1.029
12.885,-0.436,1.663,-0.585
12.89,-0.182,1.816,0.142
12.89,0.082,1.925,0.824
12.893,0.192,1.911,1.126
12.898,0.249,1.827,0.999
12.903,0.319,1.702,0.598
12.907,0.377,1.51,0.125
12.913,0.396,1.277,-0.143
12.918,0.351,1.025,-0.054
12.923,0.308,0.825,0.274
12.935,0.35,0.704,0.601
12.936,0.427,0.63,0.814
12.938,0.521,0.611,0.901
12.943,0.594,0.64,0.874
12.949,0.623,0.721,0.805
12.953,0.615,0.865,0.726
12.958,0.585,1.048,0.64
12.968,0.556,1.239,0.553
12.969,0.534,1.392,0.421
12.973,0.496,1.48,0.278
12.988,0.475,1.504,0.22
12.989,0.446,1.474,0.285
12.99,0.394,1.401,0.408
12.994,0.305,1.285,0.506
13.043,0.195,1.153,0.498
13.044,0.125,1.034,0.412
13.045,-0.021,0.946,0.32
13.046,-0.221,0.872,0.197
13.047,-0.338,0.838,0.063
13.049,-0.319,0.85,0.034
13.05,-0.244,0.848,0.133
13.05,-0.17,0.816,0.165
13.051,-0.151,0.77,0.046
13.053,-0.145,0.728,-0.093
13.053,-0.093,0.727,-0.166
13.054,-0.014,0.75,-0.212
13.058,0.059,0.795,-0.222
13.068,0.137,0.847,-0.171
13.069,0.192,0.9,-0.106
13.072,0.224,0.948,-0.038
13.083,0.275,1.018,-0.027
13.083,0.298,1.1,-0.021
13.087,0.287,1.142,-0.019
13.098,0.245,1.138,-0.031
13.099,0.193,1.116,-0.06
13.102,0.121,1.08,-0.076
13.107,0.048,1.037,0.013
13.118,-0.004,1.006,0.119
13.119,-0.099,0.953,0.201
13.124,-0.141,0.907,0.212
13.173,-0.223,0.812,0.133
13.174,-0.259,0.742,0.072
13.175,-0.233,0.76,0.038
13.176,-0.204,0.821,0.043
13.177,-0.175,0.886,0.061
13.178,-0.161,0.927,0.048
13.178,-0.159,0.981,0.015
13.179,-0.136,1.034,-0.026
13.18,-0.083,1.064,-0.052
13.18,-0.037,1.086,-0.058
13.184,0.019,1.097,-0.028
13.187,0.095,1.09,0.078
13.194,0.182,1.074,0.111
13.197,0.221,1.03,0.109
13.202,0.212,0.998,0.072
13.206,0.191,0.982,0.081
13.212,0.192,0.989,0.104
13.216,0.18,0.999,0.098
13.221,0.156,0.991,0.062
13.227,0.122,0.949,0.038
13.232,0.098,0.902,0.026
13.236,0.1,0.877,0.055
13.246,0.125,0.865,0.082
13.247,0.153,0.84,0.089
13.251,0.174,0.817,0.098
13.256,0.172,0.802,0.084
13.297,0.139,0.779,0.062
13.298,0.132,0.763,0.052
13.299,0.194,0.768,0.04
13.299,0.263,0.779,0.052
13.31,0.304,0.797,0.074
13.311,0.319,0.79,0.101
13.312,0.324,0.762,0.103
13.312,0.325,0.739,0.109
13.313,0.334,0.719,0.127
13.314,0.356,0.702,0.133
13.314,0.372,0.701,0.122
13.323,0.369,0.7,0.101
13.324,0.355,0.697,0.078
13.327,0.345,0.699,0.062
13.331,0.328,0.714,0.048
13.336,0.303,0.735,0.031
13.347,0.288,0.767,0.008
13.349,0.276,0.798,-0.013
13.352,0.262,0.827,-0.027
13.36,0.25,0.859,-0.038
13.362,0.23,0.891,-0.043
13.367,0.208,0.916,-0.05
13.372,0.199,0.937,-0.047
13.377,0.198,0.955,-0.047
13.382,0.197,0.974,-0.054
13.387,0.203,0.999,-0.056
13.399,0.199,1.022,-0.052
13.4,0.196,1.041,-0.05
13.402,0.206,1.068,-0.058
13.449,0.204,1.094,-0.067
13.45,0.187,1.099,-0.065
13.452,0.17,1.093,-0.049
13.453,0.161,1.089,-0.027
13.453,0.158,1.084,0.004
13.454,0.163,1.071,0.026
13.456,0.149,1.048,0.022
13.457,0.112,1.023,-0.002
13.458,0.092,1.007,-0.003
13.459,0.081,0.997,0.017
13.46,0.033,0.98,0.016
13.464,-0.046,0.974,0.023
13.466,-0.115,0.97,0.038
13.472,-0.161,0.961,0.011
13.477,-0.181,0.963,-0.045
13.482,-0.174,0.974,-0.121
13.487,-0.148,0.97,-0.22
13.493,-0.08,0.953,-0.295
13.496,0.042,0.927,-0.311
13.501,0.189,0.886,-0.297
13.509,0.285,0.843,-0.244
13.511,0.324,0.821,-0.142
13.517,0.321,0.811,0.001
13.521,0.273,0.805,0.133
13.532,0.209,0.798,0.185
13.533,0.168,0.824,0.139
13.537,0.099,0.882,0.043
13.592,0.066,0.938,-0.072
13.593,0.039,1.022,-0.157
13.593,0.005,1.116,-0.209
13.594,-0.006,1.214,-0.203
13.596,0.011,1.307,-0.184
13.597,0.059,1.364,-0.235
13.598,0.109,1.395,-0.286
13.599,0.1,1.415,-0.239
13.6,0.02,1.419,-0.092
13.601,-0.042,1.41,0.05
13.602,-0.005,1.41,0.036
13.603,0.045,1.424,-0.06
13.604,0.083,1.422,-0.191
13.609,0.131,1.4,-0.283
13.611,0.179,1.358,-0.295
13.616,0.195,1.32,-0.284
13.624,0.191,1.287,-0.269
13.626,0.172,1.245,-0.232
13.631,0.144,1.207,-0.213
13.636,0.106,1.18,-0.225
13.649,0.059,1.148,-0.247
13.649,0.008,1.109,-0.239
13.651,-0.037,1.055,-0.191
13.704,-0.104,1.009,-0.138
13.705,-0.152,0.968,-0.094
13.706,-0.191,0.918,-0.056
13.707,-0.229,0.853,0
13.708,-0.261,0.804,0.053
13.709,-0.282,0.78,0.08
13.71,-0.286,0.769,0.095
13.711,-0.288,0.776,0.113
13.712,-0.269,0.808,0.136
13.713,-0.216,0.854,0.14
13.713,-0.148,0.885,0.126
13.716,-0.085,0.897,0.106
13.724,-0.041,0.908,0.109
13.726,0.001,0.933,0.127
13.731,0.047,0.966,0.179
13.736,0.098,1.002,0.212
13.741,0.124,1.04,0.272
13.746,0.139,1.074,0.34
13.751,0.141,1.107,0.383
13.769,0.151,1.138,0.404
13.77,0.167,1.183,0.456
13.771,0.222,1.246,0.481
13.772,0.269,1.301,0.419
13.814,0.284,1.335,0.309
13.816,0.237,1.314,0.194
13.829,0.178,1.267,0.181
13.829,0.143,1.205,0.202
13.83,0.132,1.138,0.169
13.83,0.14,1.083,0.071
13.83,0.157,1.055,-0.014
13.831,0.143,1.002,-0.044
13.831,0.126,0.937,-0.045
13.832,0.111,0.887,-0.033
13.834,0.104,0.854,0.016
13.835,0.104,0.859,0.062
13.841,0.104,0.877,0.095
13.842,0.079,0.851,0.111
13.845,0.026,0.793,0.123
13.85,0.006,0.772,0.142
13.855,0.034,0.787,0.157
13.861,0.066,0.799,0.164
13.865,0.072,0.8,0.149
13.878,0.066,0.799,0.146
13.878,0.058,0.799,0.161
13.88,0.053,0.802,0.169
13.931,0.048,0.802,0.16
13.932,0.045,0.811,0.153
13.933,0.041,0.82,0.16
13.934,0.028,0.819,0.17
13.935,0.011,0.82,0.174
13.936,0.011,0.823,0.18
13.937,0.008,0.826,0.191
13.938,0.003,0.824,0.207
13.939,0.007,0.813,0.216
13.941,-0.002,0.8,0.214
13.941,-0.005,0.795,0.218
13.942,0.022,0.797,0.219
13.947,0.038,0.79,0.219
13.951,0.05,0.789,0.209
13.957,0.066,0.785,0.196
13.961,0.087,0.782,0.19
13.965,0.113,0.782,0.191
13.972,0.139,0.786,0.202
13.976,0.163,0.791,0.212
13.98,0.183,0.797,0.222
13.988,0.208,0.801,0.22
13.99,0.227,0.803,0.204
13.995,0.237,0.807,0.191
14,0.24,0.81,0.187
14.016,0.245,0.822,0.202
14.017,0.248,0.846,0.226
14.018,0.252,0.877,0.241
14.07,0.248,0.91,0.264
14.071,0.232,0.932,0.301
14.072,0.225,0.958,0.335
14.072,0.218,0.978,0.326
14.073,0.206,0.986,0.272
14.074,0.218,1.027,0.171
14.074,0.214,1.057,0.052
14.077,0.205,1.086,-0.052
14.078,0.189,1.12,-0.099
